Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-25 01-50-57,2021-10-24 23-50-57,2,2.3,0.1,1313.7,497.337,14,4,3,1,46,2,3.0843,2,2,2,
2021-10-25 01-51-58,2021-10-24 23-51-58,2,2.2,0.3,1319.83,498.842,14,4,3,1,56,1,2.81074,2,2,2,
2021-10-25 01-52-59,2021-10-24 23-52-59,2,1.2,0.2,1321.14,502.863,14,4,3,1,44,1,1.41074,2,2,2,
2021-10-25 01-54-00,2021-10-24 23-54-00,2,1.2,0.2,1325.83,499.635,14,4,3,1,19,1,1.34463,2,2,2,
2021-10-25 01-55-00,2021-10-24 23-55-00,2,1.6,0.6,1325.16,501.598,14,4,3,1,21,1,1.54711,2,2,2,
2021-10-25 01-56-01,2021-10-24 23-56-01,2,2.3,0.3,1338.77,501.204,15,4,3,1,32,2,2.73223,2,2,2,
2021-10-25 01-57-02,2021-10-24 23-57-02,2,2.4,0.2,1345.5,504.897,15,4,2,1,118,2,2.47438,2,2,2,
2021-10-25 01-58-03,2021-10-24 23-58-03,2,1.8,0.2,1346.85,501.709,15,4,2,1,37,1,1.50826,2,2,2,
2021-10-25 01-59-04,2021-10-24 23-59-04,2,2,0.1,1349.78,502.604,15,4,2,1,355,1,1.72479,2,2,2,
2021-10-25 02-00-05,2021-10-25 00-00-05,2,1.6,0.2,1347.78,502.802,15,4,2,1,9,1,1.37355,2,2,2,
2021-10-25 02-01-06,2021-10-25 00-01-06,2,1.7,0.2,1348.7,503.504,15,4,2,1,14,1,1.38595,2,2,2,
2021-10-25 02-02-07,2021-10-25 00-02-07,2,1.5,0.2,1349.67,502.414,11,4,2,1,10,1,1.32562,2,2,2,
2021-10-25 02-03-08,2021-10-25 00-03-08,2,1.7,0.1,1352.38,506.459,11,4,2,1,50,1,1.44793,2,2,2,
2021-10-25 02-04-09,2021-10-25 00-04-09,2,1.8,0,1353.82,510.789,11,4,2,1,21,1,1.50579,2,2,2,
2021-10-25 02-05-10,2021-10-25 00-05-10,2,1.7,0.2,1351.72,511.142,11,4,2,1,11,1,1.39669,2,2,2,
2021-10-25 02-06-11,2021-10-25 00-06-11,2,3.7,0.1,1354.46,509.969,11,4,2,1,25,2,2.86281,2,2,2,
2021-10-25 02-07-12,2021-10-25 00-07-12,2,2.4,0.2,1356.24,512.336,9,4,2,1,32,1,1.77934,2,2,2,
2021-10-25 02-08-13,2021-10-25 00-08-13,2,1.9,0.4,1358.54,516.662,8,4,2,1,21,1,1.66364,2,2,2,
2021-10-25 02-09-14,2021-10-25 00-09-14,2,1.8,0.1,1361.88,523.723,8,4,2,1,13,1,1.58678,2,2,2,
2021-10-25 02-10-15,2021-10-25 00-10-15,2,1.9,0.1,1363.04,528.203,8,4,2,1,12,1,1.70744,2,2,2,
2021-10-25 02-11-16,2021-10-25 00-11-16,2,1.6,0.1,1364.2,529.474,8,4,2,1,31,1,1.54298,2,2,2,
2021-10-25 02-12-17,2021-10-25 00-12-17,2,1.7,0,1374.52,523.438,8,4,2,1,20,1,1.47025,2,2,2,
2021-10-25 02-13-18,2021-10-25 00-13-18,2,1.7,0.2,1375.7,531.22,8,4,2,1,43,1,1.54132,2,2,2,
2021-10-25 02-14-19,2021-10-25 00-14-19,2,1.8,0.1,1376.52,529.629,8,4,2,1,13,1,1.49091,2,2,2,
2021-10-25 02-15-20,2021-10-25 00-15-20,2,1.6,0.1,1376.99,531.201,8,4,2,1,11,1,1.34132,2,2,2,
2021-10-25 02-16-21,2021-10-25 00-16-21,2,1.8,0.2,1377.24,530.095,7,4,2,1,32,1,1.39587,2,2,2,
2021-10-25 02-17-21,2021-10-25 00-17-21,2,2.1,0.1,1382.04,531.879,7,4,2,1,36,1,1.5281,2,2,2,
2021-10-25 02-18-22,2021-10-25 00-18-22,2,3.6,0.2,1382.49,543.339,8,4,2,1,49,2,3.09752,2,2,2,
2021-10-25 02-19-23,2021-10-25 00-19-23,2,2.5,0.6,1392.62,545.23,8,4,2,1,21,2,2.09917,2,2,2,
2021-10-25 02-20-24,2021-10-25 00-20-24,2,1.8,0.3,1393.8,544.249,8,4,2,1,20,1,1.61901,2,2,2,
2021-10-25 02-21-25,2021-10-25 00-21-25,2,1.8,0.1,1394.99,547.093,8,4,2,1,29,1,1.50992,2,2,2,
2021-10-25 02-22-26,2021-10-25 00-22-26,2,1.6,0.1,1399.62,544.357,8,4,2,1,22,1,1.47273,2,2,2,
2021-10-25 02-23-27,2021-10-25 00-23-27,2,1.8,0.2,1396.04,544.891,8,4,2,1,14,1,1.52314,2,2,2,
2021-10-25 02-24-28,2021-10-25 00-24-28,2,3.3,0.2,1398.31,547.69,8,4,2,1,96,2,3.00248,2,2,2,
2021-10-25 02-25-29,2021-10-25 00-25-29,2,2.1,0,1402.1,547.224,8,4,2,1,33,2,1.94298,2,2,2,
2021-10-25 02-26-30,2021-10-25 00-26-30,2,2.3,0.1,1407.08,553.161,8,4,2,1,20,1,1.61488,2,2,2,
2021-10-25 02-27-31,2021-10-25 00-27-31,2,2.6,0.6,1499.21,604.746,9,4,5,1,39,2,2.01405,2,2,2,
2021-10-25 02-28-32,2021-10-25 00-28-32,2,1.3,0,1498.84,589.75,9,4,4,1,21,2,1.85537,2,2,2,
2021-10-25 02-29-39,2021-10-25 00-29-39,2,1.5,0.2,5301.5,596.683,9,4,4,1,36,1,1.66777,2,2,2,
2021-10-25 02-30-46,2021-10-25 00-30-46,2,4.5,0.3,933.809,609.815,9,4,5,1,7140,2,33.4983,2,2,2,
2021-10-25 02-31-47,2021-10-25 00-31-47,2,1.3,0.2,969.27,607.403,9,4,5,1,21,2,2.10992,2,2,2,
2021-10-25 02-32-48,2021-10-25 00-32-48,2,1.2,0.2,1012.12,607.771,9,4,5,1,25,1,1.73388,2,2,2,
2021-10-25 02-33-49,2021-10-25 00-33-49,2,1.4,0.3,1068.15,614.612,10,4,6,1,15,1,1.79339,2,2,2,
2021-10-25 02-34-49,2021-10-25 00-34-49,2,1.1,0.2,1090.34,605.619,10,4,6,1,31,2,1.86942,2,2,2,
2021-10-25 02-35-50,2021-10-25 00-35-50,2,1.1,0.2,1139.33,575.292,10,4,5,1,22,1,1.5281,2,2,2,
2021-10-25 02-36-51,2021-10-25 00-36-51,2,1.1,0.1,1146.2,571.674,10,4,5,1,18,1,1.45702,2,2,2,
2021-10-25 02-37-52,2021-10-25 00-37-52,2,1.4,0.2,1215.13,574.627,9,4,5,1,54,1,1.66529,2,2,2,
2021-10-25 02-38-53,2021-10-25 00-38-53,2,1.1,0.1,1221.5,568.244,9,4,4,1,29,1,1.49421,2,2,2,
2021-10-25 02-39-54,2021-10-25 00-39-54,2,1.9,0.1,1337.94,629.179,10,4,5,1,697,1,2.82397,2,2,2,
2021-10-25 02-40-58,2021-10-25 00-40-58,2,1.9,0.3,1399.19,622.996,10,4,5,1,805,2,2.84463,2,2,2,
2021-10-25 02-41-59,2021-10-25 00-41-59,2,1.3,0.1,1399.46,625.299,10,4,5,1,16,1,1.65868,2,2,2,
2021-10-25 02-43-00,2021-10-25 00-43-00,2,1.8,0.1,1406.65,619.894,11,4,5,1,56,2,2.52727,2,2,2,
2021-10-25 02-44-01,2021-10-25 00-44-01,2,1.2,0,1413.25,618.115,11,4,5,1,30,2,1.97769,2,2,2,
2021-10-25 02-45-02,2021-10-25 00-45-02,2,1.2,0.1,1420.23,601.266,11,4,4,1,20,1,1.61653,2,2,2,
2021-10-25 02-46-03,2021-10-25 00-46-03,2,1.1,0.3,1422.84,603.126,11,4,5,1,20,1,1.57438,2,2,2,
2021-10-25 02-47-04,2021-10-25 00-47-04,2,1.4,0.2,1435.04,612.68,11,4,5,1,19,1,1.54463,2,2,2,
2021-10-25 02-48-05,2021-10-25 00-48-05,2,1.3,0.3,1442.32,614.978,11,4,5,1,62,1,1.74793,2,2,2,
2021-10-25 02-49-06,2021-10-25 00-49-06,2,1.4,0.8,1447.83,616.933,11,4,5,1,29,1,1.6157,2,2,2,
2021-10-25 02-50-07,2021-10-25 00-50-07,2,1.3,0.8,1451.25,620.105,11,4,5,1,26,1,1.56694,2,2,2,
2021-10-25 02-51-08,2021-10-25 00-51-08,2,1.6,0.5,1464.84,611.792,9,4,4,1,40,1,1.59504,2,2,2,
2021-10-25 02-52-09,2021-10-25 00-52-09,2,1.6,0.2,1464.84,632.357,11,4,5,1,14,1,1.49587,2,2,2,
2021-10-25 02-53-10,2021-10-25 00-53-10,2,1.4,0.5,1470.27,629.551,9,2,5,1,24,1,1.5595,2,2,2,
2021-10-25 02-54-11,2021-10-25 00-54-11,2,1.3,0.1,1471.16,629.157,9,2,5,1,19,1,1.43058,2,2,2,
2021-10-25 02-55-12,2021-10-25 00-55-12,2,1.6,0.3,1490.84,635.707,10,4,5,1,84,2,2.63719,2,2,2,
2021-10-25 02-56-13,2021-10-25 00-56-13,2,1.2,0.2,1529.68,638.574,10,4,5,1,20,1,1.81653,2,2,2,
2021-10-25 02-57-14,2021-10-25 00-57-14,2,1.1,0.3,1521.06,570.175,10,4,4,1,31,1,1.58347,2,2,2,
2021-10-25 02-58-15,2021-10-25 00-58-15,2,1.6,0.2,1524.07,584.011,11,4,5,1,104,1,1.83223,2,2,2,
2021-10-25 02-59-16,2021-10-25 00-59-16,2,1.2,0.1,1524.45,587.997,11,4,5,1,47,1,1.58264,2,2,2,
2021-10-25 03-00-17,2021-10-25 01-00-17,2,1.1,0.2,1522.41,589.757,11,4,5,1,13,1,1.48926,2,2,2,
2021-10-25 03-01-18,2021-10-25 01-01-18,2,1,0.2,1521.1,589.712,11,4,5,1,24,1,1.46281,2,2,2,
2021-10-25 03-02-19,2021-10-25 01-02-19,2,1,0.1,1523.68,588.309,11,4,5,1,31,1,1.4562,2,2,2,
2021-10-25 03-03-19,2021-10-25 01-03-19,2,1.9,0.1,1544.71,623.982,13,4,5,1,106,2,3.07273,2,2,2,
2021-10-25 03-04-20,2021-10-25 01-04-20,2,1.4,0.6,1541.38,623.646,13,4,5,1,13,1,1.79174,2,2,2,
2021-10-25 03-05-21,2021-10-25 01-05-21,2,1.2,0.2,1541.57,622.969,12,4,5,1,23,1,1.4876,2,2,2,
2021-10-25 03-06-22,2021-10-25 01-06-22,2,1.2,0,1542.03,620.521,12,4,5,1,25,1,1.50579,2,2,2,
2021-10-25 03-07-23,2021-10-25 01-07-23,2,2,0.3,1547.95,623.938,13,4,5,1,32,2,2.67769,2,2,2,
2021-10-25 03-08-24,2021-10-25 01-08-24,2,2,0.2,1556.75,609.619,13,4,5,1,60,2,2.20331,2,2,2,
2021-10-25 03-09-25,2021-10-25 01-09-25,2,1.5,0.3,1587.19,663.439,16,4,6,1,20,1,1.49587,2,2,2,
2021-10-25 03-10-26,2021-10-25 01-10-26,2,1.1,0.5,1588.81,662.572,16,4,6,1,31,1,1.56116,2,2,2,
2021-10-25 03-11-27,2021-10-25 01-11-27,2,1.2,0.1,1585.73,664.264,16,4,6,1,26,1,1.59174,2,2,2,
2021-10-25 03-12-28,2021-10-25 01-12-28,2,1.4,0.3,1588.95,666.702,16,4,6,1,30,1,1.62645,2,2,2,
2021-10-25 03-13-29,2021-10-25 01-13-29,2,1.7,0.2,1596,654.801,15,4,5,1,44,2,3.13884,2,2,2,
2021-10-25 03-14-30,2021-10-25 01-14-30,2,1.5,0.3,1474.2,648.897,15,4,5,1,78,2,2.05785,2,2,2,
2021-10-25 03-15-31,2021-10-25 01-15-31,2,1.3,0.5,1481.46,650.035,15,4,5,1,37,1,1.63223,2,2,2,
2021-10-25 03-16-32,2021-10-25 01-16-32,2,1.4,0.4,1482.96,652.217,15,4,5,1,31,1,1.68017,2,2,2,
2021-10-25 03-17-33,2021-10-25 01-17-33,2,1.1,0.1,1484.41,655.322,15,4,5,1,20,1,1.58099,2,2,2,
2021-10-25 03-18-34,2021-10-25 01-18-34,2,1.7,0.1,1485.34,659.804,13,4,5,1,88,1,1.70909,2,2,2,
2021-10-25 03-19-35,2021-10-25 01-19-35,2,1.8,0.1,1487.09,649.676,12,4,4,1,48,2,2.80165,2,2,2,
2021-10-25 03-20-36,2021-10-25 01-20-36,2,1.6,0.2,1556.27,695.514,12,4,5,1,35,2,2.08595,2,2,2,
2021-10-25 03-21-37,2021-10-25 01-21-37,2,1.3,0.3,1560.97,690.937,12,4,5,1,34,1,1.63388,2,2,2,
2021-10-25 03-22-38,2021-10-25 01-22-38,2,1.3,0.3,1565.59,693.927,12,4,5,1,21,1,1.67107,2,2,2,
2021-10-25 03-23-39,2021-10-25 01-23-39,2,1.4,0.4,1571.85,683.641,12,4,5,1,20,1,1.64628,2,2,2,
2021-10-25 03-24-40,2021-10-25 01-24-40,2,1.5,0.2,1544.28,693.074,12,4,5,1,14,1,1.73967,2,2,2,
2021-10-25 03-25-40,2021-10-25 01-25-40,2,2.1,0.2,1532.23,636.72,12,4,4,1,48,2,3.11901,2,2,2,
2021-10-25 03-26-41,2021-10-25 01-26-41,2,1.7,0,1536.21,639.13,12,4,4,1,23,1,1.8281,2,2,2,
2021-10-25 03-27-42,2021-10-25 01-27-42,2,1.6,0.2,1537.63,645.73,12,4,4,1,18,1,1.52645,2,2,2,
2021-10-25 03-28-43,2021-10-25 01-28-43,2,1.6,0.2,1539.44,648.98,12,4,4,1,77,1,1.61405,2,2,2,
2021-10-25 03-29-44,2021-10-25 01-29-44,2,1.2,0.2,1542.27,652.554,11,4,4,1,30,1,1.52975,2,2,2,
2021-10-25 03-30-52,2021-10-25 01-30-52,2,1.8,0.3,5368.08,629.104,11,4,3,1,36,1,1.4876,2,2,2,
2021-10-25 03-31-53,2021-10-25 01-31-53,2,5.9,1.7,261.48,631.641,11,4,3,1,1078,1,12.857,2,2,2,
2021-10-25 03-32-54,2021-10-25 01-32-54,2,1.9,0.1,399.449,625.12,11,4,3,1,46,1,1.87438,2,2,2,
2021-10-25 03-33-54,2021-10-25 01-33-54,2,1.7,0.2,554.062,631.157,11,4,3,1,26,1,1.65785,2,2,2,
2021-10-25 03-34-55,2021-10-25 01-34-55,2,2.4,0.3,684.828,636.8,11,4,3,1,607,1,2.56198,2,2,2,
2021-10-25 03-35-56,2021-10-25 01-35-56,2,1.8,0.3,731.453,630.489,10,2,3,1,35,1,1.66529,2,2,2,
2021-10-25 03-36-57,2021-10-25 01-36-57,2,1.7,0.3,780.387,628.996,10,2,3,1,24,1,1.4405,2,2,2,
2021-10-25 03-37-58,2021-10-25 01-37-58,2,2,0.1,839.934,626.997,11,4,4,1,49,2,2.81157,2,2,2,
2021-10-25 03-38-59,2021-10-25 01-38-59,2,2.4,1.4,1053.66,616.556,12,4,4,2,46,1,1.84628,1,1,1,
2021-10-25 03-40-00,2021-10-25 01-40-00,2,1.8,0.4,1154.2,651.079,13,4,6,2,46,2,2.10083,1,1,1,
2021-10-25 03-41-01,2021-10-25 01-41-01,2,1.9,0.6,1171.95,649.203,13,4,6,2,38,2,2.82479,1,1,1,
2021-10-25 03-42-02,2021-10-25 01-42-02,2,2,0.4,1182.14,638.8,13,4,6,2,48,3,3.24959,1,1,1,
2021-10-25 03-43-03,2021-10-25 01-43-03,2,1.7,0.2,1187.39,631.176,13,4,6,2,38,2,2.68512,1,1,1,
2021-10-25 03-44-04,2021-10-25 01-44-04,2,2,0.2,1265.46,580.392,13,4,5,2,36,2,2.81653,1,1,1,
2021-10-25 03-45-05,2021-10-25 01-45-05,2,1.7,0,1270.29,574.784,13,4,4,2,36,2,2.22562,1,1,1,
2021-10-25 03-46-06,2021-10-25 01-46-06,2,1.3,0.1,1292.22,579.105,13,4,6,2,44,1,1.50661,1,1,1,
2021-10-25 03-47-07,2021-10-25 01-47-07,2,0.8,0.1,1305.67,584.354,13,4,8,2,19,1,1.27107,1,1,1,
2021-10-25 03-48-08,2021-10-25 01-48-08,2,1,0.4,1324.95,580.193,13,4,8,2,31,1,1.32149,1,1,1,
2021-10-25 03-49-09,2021-10-25 01-49-09,2,2.1,1.2,1333.35,580.61,13,4,8,2,34,1,1.85124,1,1,1,
2021-10-25 03-50-10,2021-10-25 01-50-10,2,1.7,0.6,1338.25,593.803,13,4,8,2,44,2,2.61653,1,1,1,
2021-10-25 03-51-11,2021-10-25 01-51-11,2,1.7,0.6,1337.31,570.897,13,4,6,2,9,1,1.70992,1,1,1,
2021-10-25 03-52-12,2021-10-25 01-52-12,2,2.8,4.1,1343.91,576.485,13,4,7,2,21,1,1.96777,1,1,1,
2021-10-25 03-53-13,2021-10-25 01-53-13,2,1.5,0.5,1351.08,588.577,14,4,10,2,41,1,1.43719,1,1,1,
2021-10-25 03-54-14,2021-10-25 01-54-14,2,1.6,2.9,1421.25,640.611,15,4,14,2,31,1,1.27355,1,1,1,
2021-10-25 03-55-15,2021-10-25 01-55-15,2,2,4.2,1503.55,674.5,15,4,16,2,29,1,1.80165,1,1,1,
2021-10-25 03-56-15,2021-10-25 01-56-15,2,1.7,0.7,1520,706.722,15,4,19,2,27,1,1.9719,1,1,1,
2021-10-25 03-57-16,2021-10-25 01-57-16,2,2,0.4,1563.38,707.643,15,4,19,2,41,5,5.29587,1,1,1,
2021-10-25 03-58-17,2021-10-25 01-58-17,2,2.1,0.5,1617.04,721.249,18,4,18,2,108,4,5.16529,1,1,1,
2021-10-25 03-59-18,2021-10-25 01-59-18,2,1.8,0.5,1644.38,724.48,18,4,16,2,83,3,3.96942,1,1,1,
2021-10-25 04-00-19,2021-10-25 02-00-19,2,1.7,0.6,1643.13,726.193,18,4,14,2,38,3,3.45702,1,1,1,
2021-10-25 04-01-20,2021-10-25 02-01-20,2,1.9,0.3,1654.48,717.502,18,4,12,1,173,3,3.88512,2,2,2,
2021-10-25 04-02-21,2021-10-25 02-02-21,2,1.1,0.4,1651.32,714.2,18,4,10,1,19,3,3.07686,2,2,2,
2021-10-25 04-03-22,2021-10-25 02-03-22,2,1.2,0.3,1653.15,701.821,18,4,8,1,22,3,2.88595,2,2,2,
2021-10-25 04-04-23,2021-10-25 02-04-23,2,1.2,0.3,1650.57,688.511,18,4,7,1,21,2,2.67769,2,2,2,
2021-10-25 04-05-24,2021-10-25 02-05-24,2,1.3,0.3,1654.15,680.266,18,4,5,1,101,2,2.58347,2,2,2,
2021-10-25 04-06-25,2021-10-25 02-06-25,2,2.7,0.3,1818.58,729.652,18,4,5,1,112,3,3.89174,2,2,2,
2021-10-25 04-07-26,2021-10-25 02-07-26,2,3.1,0.6,2003.75,801.487,18,4,7,2,305,4,4.79587,1,1,1,
