Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-26 22-32-39,2021-10-26 20-32-39,3,4.3,0.4,2420.92,709.48,18,4,6,1,167,6,6.63884,3,3,3,
2021-10-26 22-33-40,2021-10-26 20-33-40,3,3.9,0.5,2424.97,700.078,18,4,6,1,34,7,7.30331,3,3,3,
2021-10-26 22-34-41,2021-10-26 20-34-41,3,3.9,0.8,2424.91,705.685,18,4,6,1,43,7,7.43636,3,3,3,
2021-10-26 22-35-42,2021-10-26 20-35-42,3,3.5,0.5,2423.55,706.255,18,4,6,1,39,6,6.64545,3,3,3,
2021-10-26 22-36-43,2021-10-26 20-36-43,3,5.1,0.6,2424.88,697.389,18,4,5,1,90,8,9.60165,3,3,3,
2021-10-26 22-37-44,2021-10-26 20-37-44,3,5.5,0.4,2422.62,694.329,18,4,4,1,151,8,9.38512,3,3,3,
2021-10-26 22-38-45,2021-10-26 20-38-45,3,4.6,0.2,2422.04,696.565,18,4,4,1,55,6,6.33223,3,3,3,
2021-10-26 22-39-45,2021-10-26 20-39-45,3,5.6,0.5,2420.82,704.645,18,4,4,1,144,7,8.22727,3,3,3,
2021-10-26 22-40-46,2021-10-26 20-40-46,3,5.8,0.4,2421.39,694.067,18,4,4,1,41,8,8.47273,3,3,3,
2021-10-26 22-41-47,2021-10-26 20-41-47,3,4.4,0.2,2421.39,695.187,18,4,4,1,31,6,6.1876,3,3,3,
2021-10-26 22-42-48,2021-10-26 20-42-48,3,4.6,0.6,2421.15,701.635,10,4,4,1,99,6,6.46281,3,3,3,
2021-10-26 22-43-49,2021-10-26 20-43-49,3,5.6,0.4,2421.39,708.558,11,3,4,1,164,7,8.0719,3,3,3,
2021-10-26 22-44-50,2021-10-26 20-44-50,3,5.8,0.7,2422.95,708.956,11,3,4,1,47,8,8.52314,3,3,3,
2021-10-26 22-45-51,2021-10-26 20-45-51,3,5.2,0.3,2421.67,704.631,11,3,4,1,108,6,7.13884,3,3,3,
2021-10-26 22-46-52,2021-10-26 20-46-52,3,4.7,0.2,2422.63,709.776,10,3,4,1,25,6,6.52479,3,3,3,
2021-10-26 22-47-53,2021-10-26 20-47-53,3,5.6,0.5,2422.62,708.866,10,3,4,1,124,7,8.15868,3,3,3,
2021-10-26 22-48-54,2021-10-26 20-48-54,3,7.1,0.3,2422.05,703.551,10,4,4,1,467,9,10.4868,3,3,3,
2021-10-26 22-49-55,2021-10-26 20-49-55,3,7.4,0.5,2431.03,706.796,10,4,4,1,152,11,11.4017,3,3,3,
2021-10-26 22-50-56,2021-10-26 20-50-56,3,7.3,0.2,2439.54,707.999,10,4,4,1,127,10,11.3421,3,3,3,
2021-10-26 22-51-57,2021-10-26 20-51-57,3,8.4,0.4,2438.57,689.866,10,4,4,1,92,10,12.7017,3,3,3,
2021-10-26 22-52-58,2021-10-26 20-52-58,3,6,0.4,2444.26,702.128,10,4,4,1,301,8,9.45041,3,3,3,
2021-10-26 22-54-13,2021-10-26 20-54-13,3,7.1,0.4,2414.31,702.785,11,4,4,1,45,9,9.67025,3,3,3,
2021-10-26 22-55-14,2021-10-26 20-55-14,3,6.1,0.5,2437.07,704.494,11,4,4,1,47,8,9.19587,3,3,3,
2021-10-26 22-56-15,2021-10-26 20-56-15,3,6.8,0.5,2449.35,709.486,11,4,4,1,134,8,10.3182,3,3,3,
