Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-24 17-57-06,2021-10-24 15-57-06,2,4.3,0.2,1807.09,539.007,24,4,6,2,56,4,4.84132,1,1,1,
2021-10-24 17-58-07,2021-10-24 15-58-07,1,4.2,0.2,1863.92,556.115,25,4,9,1,141,6,6.2686,1,1,1,
2021-10-24 17-59-08,2021-10-24 15-59-08,1,2.2,0.3,1862.83,567.712,25,4,9,1,30,4,4.56198,1,1,1,
2021-10-24 18-00-09,2021-10-24 16-00-09,1,2.6,0.5,1870.11,575.562,25,4,9,1,123,5,5.98678,1,1,1,
2021-10-24 18-01-10,2021-10-24 16-01-10,1,2.2,0.3,1869.9,589.175,25,4,10,1,39,4,4.44793,1,1,1,
2021-10-24 18-02-11,2021-10-24 16-02-11,1,1.5,0.4,1964.23,655.776,25,4,11,1,25,2,2.54545,1,1,1,
2021-10-24 18-03-12,2021-10-24 16-03-12,1,2.1,0.1,1972.46,658.811,25,4,10,1,159,4,4.46033,1,1,1,
2021-10-24 18-04-13,2021-10-24 16-04-13,1,2.2,4.3,1975.98,663.754,25,4,10,1,40,5,5.46446,1,1,1,
2021-10-24 18-05-14,2021-10-24 16-05-14,1,2.3,0.5,2011.52,661.217,25,4,10,1,48,5,5.68926,1,1,1,
2021-10-24 18-06-15,2021-10-24 16-06-15,1,2.3,0.1,2008.91,665.405,25,4,10,1,23,5,5.32975,1,1,1,
2021-10-24 18-07-16,2021-10-24 16-07-16,1,2.2,0.4,2010.02,641.785,25,4,8,1,121,5,5.78017,1,1,1,
2021-10-24 18-08-17,2021-10-24 16-08-17,1,2.9,0.4,2010.64,646.162,25,4,8,1,35,6,6.42727,1,1,1,
2021-10-24 18-09-18,2021-10-24 16-09-18,1,2.9,0.5,2012.88,644.766,25,4,8,1,33,6,6.47438,1,1,1,
2021-10-24 18-10-19,2021-10-24 16-10-19,1,3.1,0.4,2008.88,641.51,25,4,8,1,33,6,6.45207,1,1,1,
2021-10-24 18-11-20,2021-10-24 16-11-20,1,2.9,0.4,2007.85,648.787,25,4,8,1,19,6,6.12562,1,1,1,
2021-10-24 18-12-21,2021-10-24 16-12-21,1,2.7,0.3,2008.25,650.493,25,4,8,1,38,5,5.4405,1,1,1,
2021-10-24 18-13-22,2021-10-24 16-13-22,1,2.6,0.5,2009.27,648.386,13,4,8,1,36,5,5.15289,1,1,1,
2021-10-24 18-14-23,2021-10-24 16-14-23,1,2.6,0.2,2019.48,649.739,13,4,8,1,33,5,5.0438,1,1,1,
2021-10-24 18-15-24,2021-10-24 16-15-24,1,2.4,0.4,2025.11,652.517,13,4,8,1,47,5,5.01157,1,1,1,
2021-10-24 18-16-25,2021-10-24 16-16-25,1,2.3,0.3,2026.17,654.536,13,1,8,1,22,5,4.92727,1,1,1,
2021-10-24 18-17-26,2021-10-24 16-17-26,1,3.5,0.5,2027.05,659.796,13,1,8,1,249,7,7.7281,1,1,1,
2021-10-24 18-18-27,2021-10-24 16-18-27,1,2.7,0.4,2034.84,662.76,13,1,8,1,46,5,5.96116,1,1,1,
2021-10-24 18-19-28,2021-10-24 16-19-28,1,3,0.6,2034.12,661.572,13,1,8,1,24,6,6.44959,1,1,1,
2021-10-24 18-20-29,2021-10-24 16-20-29,1,2.9,0.3,2085.16,663.052,14,1,8,1,145,5,6.24876,1,1,1,
2021-10-24 18-21-30,2021-10-24 16-21-30,1,3.2,0.6,2084.91,672.14,14,1,8,1,41,6,6.21074,1,1,1,
2021-10-24 18-22-30,2021-10-24 16-22-30,1,2.9,0.5,2084.82,671.964,14,4,8,1,46,5,5.95868,1,1,1,
2021-10-24 18-23-31,2021-10-24 16-23-31,1,2.3,0.2,2085.39,672.183,14,4,8,1,35,4,4.83884,1,1,1,
2021-10-24 18-24-32,2021-10-24 16-24-32,1,2.2,0.2,2085.35,675.87,14,4,8,1,21,5,5.06942,1,1,1,
2021-10-24 18-25-33,2021-10-24 16-25-33,1,2.8,0.3,2114.61,685.068,14,4,8,1,63,6,6.29835,1,1,1,
2021-10-24 18-26-34,2021-10-24 16-26-34,1,2.9,0.3,2117.69,696.715,14,4,8,1,34,6,6.73058,1,1,1,
2021-10-24 18-27-35,2021-10-24 16-27-35,1,3,0.2,2126.5,708.618,14,4,8,1,49,6,6.72397,1,1,1,
2021-10-24 18-28-36,2021-10-24 16-28-36,1,2.8,0.2,2136.68,714.642,13,4,8,1,26,6,6.4438,1,1,1,
2021-10-24 18-29-37,2021-10-24 16-29-37,1,2.5,0.3,2134.94,708.415,13,4,8,1,41,5,5.93058,1,1,1,
2021-10-24 18-30-38,2021-10-24 16-30-38,1,2.5,0.3,2136.6,695.846,14,4,8,1,40,5,5.45041,1,1,1,
2021-10-24 18-31-39,2021-10-24 16-31-39,1,2.1,0.3,2136.6,710.185,14,4,8,1,36,4,4.51488,1,1,1,
2021-10-24 18-32-40,2021-10-24 16-32-40,1,2.5,0.3,2141.44,712.994,14,4,8,1,20,5,4.78017,1,1,1,
2021-10-24 18-33-41,2021-10-24 16-33-41,1,2.5,0.4,2139.7,718.537,14,4,8,1,17,4,4.65124,1,1,1,
2021-10-24 18-34-42,2021-10-24 16-34-42,1,2.3,0.2,2142.33,717.642,14,4,8,1,35,4,4.29421,1,1,1,
2021-10-24 18-35-43,2021-10-24 16-35-43,1,2,0.3,2176.53,721.233,14,4,8,1,100,3,3.2843,1,1,1,
2021-10-24 18-36-44,2021-10-24 16-36-44,1,1.7,0.3,2176.53,727.258,15,4,8,1,35,2,2.64628,1,1,1,
2021-10-24 18-37-45,2021-10-24 16-37-45,1,2.3,0.4,2378.62,843.796,16,4,12,1,157,3,3.10744,1,1,1,
2021-10-24 18-38-46,2021-10-24 16-38-46,1,1.8,0.5,2402.04,847.541,16,4,12,1,34,3,3.01322,1,1,1,
2021-10-24 18-39-47,2021-10-24 16-39-47,1,1.8,0.7,2462.73,881.187,16,4,14,1,40,3,2.90909,1,1,1,
2021-10-24 18-40-48,2021-10-24 16-40-48,1,2.3,0.7,2689.27,822.112,17,4,12,1,22,3,3.06198,1,1,1,
2021-10-24 18-41-49,2021-10-24 16-41-49,1,2.3,0.8,2690.97,830.58,17,4,12,1,35,3,3.04876,1,1,1,
2021-10-24 18-42-49,2021-10-24 16-42-49,1,2.1,0.8,2691.15,829.925,17,4,12,1,16,3,2.9876,1,1,1,
2021-10-24 18-43-50,2021-10-24 16-43-50,1,2.6,0.8,2779,889.888,17,4,13,1,28,3,3.04876,1,1,1,
2021-10-24 18-44-51,2021-10-24 16-44-51,1,2.2,0.3,2759.09,788.154,17,4,9,1,27,2,2.7157,1,1,1,
2021-10-24 18-45-52,2021-10-24 16-45-52,1,2,0.4,2759.81,793.436,17,4,8,1,49,2,2.79669,1,1,1,
2021-10-24 18-46-53,2021-10-24 16-46-53,1,1.7,0.2,2760.64,790.694,17,4,8,1,27,2,2.43719,1,1,1,
2021-10-24 18-47-54,2021-10-24 16-47-54,1,1.7,0.3,2759.11,784.68,17,4,8,1,20,2,2.46612,1,1,1,
2021-10-24 18-48-55,2021-10-24 16-48-55,1,1.8,0.3,2748.02,738.437,17,4,7,1,40,2,2.53471,1,1,1,
2021-10-24 18-49-56,2021-10-24 16-49-56,1,1.8,0.2,2750.75,742.307,17,4,7,1,33,2,2.52397,1,1,1,
2021-10-24 18-50-57,2021-10-24 16-50-57,1,2,0.3,2753.57,746.796,17,4,7,1,38,3,2.89421,1,1,1,
2021-10-24 18-51-58,2021-10-24 16-51-58,1,2.8,0.8,2797.62,850.324,17,4,9,1,175,3,3.2,1,1,1,
2021-10-24 18-52-59,2021-10-24 16-52-59,1,3,1.2,2939.66,994.714,17,4,14,1,122,3,3.46364,1,1,1,
2021-10-24 18-54-00,2021-10-24 16-54-00,1,3.2,1.1,2941.28,1002.93,17,4,14,1,36,3,3.39421,1,1,1,
