Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-24 01-14-02,2021-10-23 23-14-02,3,6.3,1.2,3452,812.701,26,4,6,2,47,6,6.91157,2,2,1,
2021-10-24 01-15-03,2021-10-23 23-15-03,3,5.5,1.2,3445.6,813.215,26,4,6,2,47,5,5.51322,2,2,1,
2021-10-24 01-16-04,2021-10-23 23-16-04,3,4.9,1.1,3448.13,821.197,26,4,6,2,25,4,4.5,2,2,1,
2021-10-24 01-17-05,2021-10-23 23-17-05,3,4.9,1,3449.49,819.448,13,4,6,2,37,4,4.39008,2,2,1,
2021-10-24 01-18-06,2021-10-23 23-18-06,3,5.1,1.1,3450.52,825.801,12,4,6,2,116,5,5.17355,2,2,1,
2021-10-24 01-19-07,2021-10-23 23-19-07,3,6,1.2,3451.89,828.896,12,4,6,2,50,6,6.72397,2,2,1,
2021-10-24 01-20-08,2021-10-23 23-20-08,3,5.7,1.2,3447.03,833.177,12,4,6,2,48,6,6.12149,2,2,1,
2021-10-24 01-21-09,2021-10-23 23-21-09,3,5.4,1.1,3451.16,826.65,13,4,6,2,68,5,5.38512,2,2,1,
2021-10-24 01-22-10,2021-10-23 23-22-10,3,4.8,1.2,3456.93,842.551,14,4,7,3,168,4,4.76612,1,1,1,
2021-10-24 01-23-11,2021-10-23 23-23-11,3,6.3,1,3450.43,837.068,14,4,7,3,58,5,5.42397,1,1,1,
2021-10-24 01-24-12,2021-10-23 23-24-12,3,6.1,1.2,3456.32,849.531,14,4,7,3,98,5,5.4595,1,1,1,
2021-10-24 01-25-13,2021-10-23 23-25-13,3,5.2,1.2,3457.88,866.821,14,4,7,2,149,4,5.62893,2,2,1,
2021-10-24 01-26-13,2021-10-23 23-26-13,3,5.5,1.1,3456.78,880.891,15,4,7,2,43,5,5.53554,2,2,1,
2021-10-24 01-27-14,2021-10-23 23-27-14,3,5.5,1.3,3454.35,872.027,15,4,7,2,42,5,5.80248,2,2,1,
2021-10-24 01-28-15,2021-10-23 23-28-15,3,5.5,1.2,3453,872.389,15,4,7,2,462,5,5.77686,2,2,1,
2021-10-24 01-29-16,2021-10-23 23-29-16,3,5.3,1.1,3454.48,870.83,15,4,7,3,88,5,5.12397,1,1,1,
2021-10-24 01-30-17,2021-10-23 23-30-17,3,5.4,1,3458.22,868.837,17,4,9,3,96,5,5.16033,1,1,1,
2021-10-24 01-31-18,2021-10-23 23-31-18,3,5.2,1.1,3459.5,889.145,17,4,10,3,708,6,7.11736,1,1,1,
2021-10-24 01-32-19,2021-10-23 23-32-19,3,5.2,1.1,3473.61,889.586,18,4,10,3,123,6,7.2124,1,1,1,
2021-10-24 01-33-20,2021-10-23 23-33-20,3,5.5,1.4,3490.04,884.817,18,4,10,3,47,6,7.00413,1,1,1,
2021-10-24 01-34-21,2021-10-23 23-34-21,3,4.9,1.3,3511.01,952.799,21,4,14,3,94,5,5.52727,1,1,1,
2021-10-24 01-35-22,2021-10-23 23-35-22,3,4.3,1.2,3502.18,908.455,21,4,10,3,101,4,4.74298,1,1,1,
2021-10-24 01-36-23,2021-10-23 23-36-23,3,5.8,1.2,3502.77,925.251,21,4,9,3,95,5,6.82893,1,1,1,
2021-10-24 01-37-24,2021-10-23 23-37-24,3,5.7,1.2,3500.41,896.966,21,4,9,3,49,5,6.32645,1,1,1,
2021-10-24 01-38-25,2021-10-23 23-38-25,3,5.6,1.3,3504.2,885.292,21,4,10,3,46,5,5.87025,1,1,1,
2021-10-24 01-39-26,2021-10-23 23-39-26,3,5.2,1.1,3498.95,792.322,21,4,9,3,97,5,5.96281,1,1,1,
2021-10-24 01-40-27,2021-10-23 23-40-27,3,4.9,1.2,3487.83,797.265,21,4,9,3,50,5,5.30661,1,1,1,
2021-10-24 01-41-28,2021-10-23 23-41-28,3,5.1,1,3484.18,800.743,21,4,9,3,38,5,5.84463,1,1,1,
2021-10-24 01-42-29,2021-10-23 23-42-29,3,4.7,1.3,3485.64,800.849,21,4,9,2,121,5,5.65868,2,2,1,
2021-10-24 01-43-30,2021-10-23 23-43-30,3,4.9,1.3,3487.55,808.821,21,4,9,2,149,6,6.99174,2,2,1,
2021-10-24 01-44-31,2021-10-23 23-44-31,3,4.7,0.5,3158.12,648.73,21,4,4,2,187,6,7.09752,2,2,1,
2021-10-24 01-45-32,2021-10-23 23-45-32,3,5.9,0.2,3347.36,649.733,21,4,4,2,40,6,6.5562,2,2,1,
2021-10-24 01-46-33,2021-10-23 23-46-33,3,5.5,0.2,3362.7,644.975,21,4,4,2,49,6,6.19504,2,2,1,
2021-10-24 01-47-34,2021-10-23 23-47-34,3,8.6,0.5,3370.51,643.913,21,4,3,2,92,5,7.86198,2,2,1,
2021-10-24 01-48-35,2021-10-23 23-48-35,3,7.3,0.5,3376.07,647.356,22,4,3,2,48,4,5.69587,2,2,1,
2021-10-24 01-49-36,2021-10-23 23-49-36,3,5.8,0.3,3381.81,641.256,22,4,3,2,33,4,4.49174,2,2,1,
2021-10-24 01-50-37,2021-10-23 23-50-37,3,6,0.3,3382.34,642.908,22,4,3,2,45,4,4.46033,2,2,1,
2021-10-24 01-51-38,2021-10-23 23-51-38,3,5.3,0.2,3382.68,644.814,22,4,3,2,19,4,3.95537,2,2,1,
2021-10-24 01-52-39,2021-10-23 23-52-39,3,5.5,0.4,3393.94,671.517,16,4,3,2,14,4,3.95702,2,2,1,
2021-10-24 01-53-40,2021-10-23 23-53-40,3,6.1,0.6,3430.35,774.598,16,4,6,3,50,4,4.91818,1,1,1,
2021-10-24 01-54-41,2021-10-23 23-54-41,3,5.7,0.7,3429.27,795.736,16,4,6,3,139,5,6.16859,1,1,1,
2021-10-24 01-55-42,2021-10-23 23-55-42,3,5.6,0.5,3428.93,793.208,16,4,6,3,45,5,5.07934,1,1,1,
2021-10-24 01-56-43,2021-10-23 23-56-43,3,5.9,0.7,3430.42,792.395,16,4,6,3,41,5,5.47355,1,1,1,
2021-10-24 01-57-44,2021-10-23 23-57-44,3,5.5,0.6,3433.54,799.547,16,4,6,3,25,4,4.86777,1,1,1,
2021-10-24 01-58-45,2021-10-23 23-58-45,3,4.9,0.5,3451.46,832.671,16,4,6,2,132,4,5.01901,2,2,1,
2021-10-24 01-59-46,2021-10-23 23-59-46,3,4.4,0.7,3449.86,829.963,16,4,6,2,37,5,5.42975,2,2,1,
2021-10-24 02-00-47,2021-10-24 00-00-47,3,4.3,0.3,3449.36,822.221,16,4,6,2,249,4,5.01074,2,2,1,
2021-10-24 02-01-48,2021-10-24 00-01-48,3,3.9,0.3,3450.95,825.787,16,4,6,2,1016,4,4.7686,2,2,1,
2021-10-24 02-02-49,2021-10-24 00-02-49,3,4.3,0.8,3449.89,827.386,16,4,6,2,29,5,4.99422,2,2,1,
2021-10-24 02-03-49,2021-10-24 00-03-49,3,4.7,0.5,3451.71,819.468,16,4,5,2,46,4,4.83058,2,2,1,
2021-10-24 02-04-50,2021-10-24 00-04-50,3,5.2,0.5,3452.02,827.491,16,4,5,2,131,5,5.46033,2,2,1,
2021-10-24 02-05-51,2021-10-24 00-05-51,3,5.1,0.3,3452.94,826.66,16,4,5,2,23,5,5.11405,2,2,1,
2021-10-24 02-06-52,2021-10-24 00-06-52,3,5.2,0.4,3453.15,825.996,16,4,5,2,33,5,5.51405,2,2,1,
2021-10-24 02-07-53,2021-10-24 00-07-53,3,5,0.5,3452.66,827.537,16,4,5,2,30,5,5.24215,2,2,1,
2021-10-24 02-08-54,2021-10-24 00-08-54,3,5.5,0.5,3454.32,839.345,13,4,5,2,253,5,5.20826,2,2,1,
2021-10-24 02-09-55,2021-10-24 00-09-55,3,4.6,0.5,3456.39,833.849,14,4,5,2,79,4,4.41074,2,2,1,
2021-10-24 02-10-56,2021-10-24 00-10-56,3,4.7,0.6,3456.42,831.851,14,4,5,2,31,4,4.62066,2,2,1,
