Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-27 00-27-59,2021-10-26 22-27-59,2,1.1,0.4,1443.59,439.417,15,4,15,2,105,2,2.56777,1,1,1,
2021-10-27 00-29-00,2021-10-26 22-29-00,2,1,0.1,1443.34,452.225,15,4,16,2,43,3,2.77934,1,1,1,
2021-10-27 00-30-01,2021-10-26 22-30-01,2,1.1,0.4,1447.68,459.288,15,4,12,1,34,2,2.55537,2,2,2,
2021-10-27 00-31-02,2021-10-26 22-31-02,2,1.1,0.2,1453.81,450.292,15,4,11,1,22,2,2.84298,2,2,2,
2021-10-27 00-32-03,2021-10-26 22-32-03,2,0.9,0.2,1457.29,444.991,15,4,10,1,37,2,2.21983,2,2,2,
2021-10-27 00-33-04,2021-10-26 22-33-04,2,1.1,0.4,1459.3,453.53,17,4,10,1,37,2,2.14628,2,2,2,
2021-10-27 00-34-05,2021-10-26 22-34-05,2,1.7,0.3,1514.75,474.451,17,4,9,2,136,2,2.6124,1,1,1,
2021-10-27 00-35-06,2021-10-26 22-35-06,2,1.7,0.3,1626.05,457.898,17,4,9,2,99,2,2.65289,1,1,1,
2021-10-27 00-36-06,2021-10-26 22-36-06,2,1.5,0.3,1630.34,489.1,20,4,11,2,124,2,2.83471,1,1,1,
2021-10-27 00-37-07,2021-10-26 22-37-07,2,1.6,0.6,1640.18,498.91,21,4,12,2,136,3,3.30826,1,1,1,
2021-10-27 00-38-08,2021-10-26 22-38-08,2,1.7,0.4,1746.25,506.101,21,4,13,2,1078,3,5.09339,1,1,1,
2021-10-27 00-39-09,2021-10-26 22-39-09,2,1.4,0,1754.64,515.718,22,4,15,2,139,3,3.10248,1,1,1,
2021-10-27 00-40-10,2021-10-26 22-40-10,2,1.6,0.4,1776.45,507.122,24,4,14,2,46,3,4.14545,1,1,1,
2021-10-27 00-41-11,2021-10-26 22-41-11,2,1.4,0.1,1785.91,495.273,24,4,15,2,46,3,3.18678,1,1,1,
2021-10-27 00-42-12,2021-10-26 22-42-12,2,1,0.2,1785.67,478.26,24,4,12,2,39,2,2.3314,1,1,1,
2021-10-27 00-43-13,2021-10-26 22-43-13,2,1.5,0.4,1785.53,485.685,24,4,12,1,43,3,3.4719,2,2,2,
2021-10-27 00-44-14,2021-10-26 22-44-14,2,1.6,0.5,1911.07,558.332,25,4,12,2,222,3,3.95289,1,1,1,
2021-10-27 00-45-15,2021-10-26 22-45-15,2,1.8,0.4,1979.56,586.96,25,4,12,1,84,3,3.41818,2,2,2,
2021-10-27 00-46-16,2021-10-26 22-46-16,2,1.7,0.4,1997.41,603.347,25,4,11,1,39,3,3.96198,2,2,2,
2021-10-27 00-47-17,2021-10-26 22-47-17,2,1.9,0.2,2000.67,604.729,25,4,9,1,36,4,4.92479,2,2,2,
2021-10-27 00-48-18,2021-10-26 22-48-18,2,2.2,0.5,1998.34,591.447,25,4,6,1,50,4,4.27107,2,2,2,
2021-10-27 00-49-19,2021-10-26 22-49-19,2,2.4,0.3,2002.77,601.164,25,4,6,1,28,3,3.72562,2,2,2,
2021-10-27 00-50-20,2021-10-26 22-50-20,2,2.3,0.2,1978.16,471.224,25,4,3,1,28,3,3.11818,2,2,2,
2021-10-27 00-51-21,2021-10-26 22-51-21,2,2.4,0.3,1978.16,475.622,25,4,3,1,48,3,2.99008,2,2,2,
2021-10-27 00-52-22,2021-10-26 22-52-22,2,4.3,0.2,1979.43,487.004,25,4,4,1,142,5,6.18843,2,2,2,
2021-10-27 00-53-23,2021-10-26 22-53-23,2,5.1,0.2,1980.52,496.99,25,4,4,1,49,5,5.67107,2,2,2,
2021-10-27 00-54-24,2021-10-26 22-54-24,2,3.6,0.4,1980.53,496.843,25,4,4,1,46,5,5.98264,2,2,2,
2021-10-27 00-55-25,2021-10-26 22-55-25,2,4.5,0.4,1980.52,496.21,25,4,4,1,100,6,6.99174,2,2,2,
2021-10-27 00-56-26,2021-10-26 22-56-26,2,2.8,0.5,1980.52,511.821,25,4,4,1,48,3,3.64463,2,2,2,
2021-10-27 00-57-27,2021-10-26 22-57-27,2,1.7,0.3,1980.52,512.321,25,4,5,2,11,2,2.40826,1,1,1,
2021-10-27 00-58-28,2021-10-26 22-58-28,2,2.2,0.3,2026.7,618.926,26,4,10,1,135,3,3.1314,2,2,2,
2021-10-27 00-59-29,2021-10-26 22-59-29,2,1.4,0.3,2005.13,627.637,26,4,10,1,41,3,3.35537,2,2,2,
2021-10-27 01-00-29,2021-10-26 23-00-29,2,1.5,0.2,2008.09,635.36,26,4,10,1,29,3,3.45289,2,2,2,
2021-10-27 01-01-30,2021-10-26 23-01-30,2,1.6,0.2,2013.9,648.007,26,4,10,1,98,3,3.6314,2,2,2,
2021-10-27 01-02-31,2021-10-26 23-02-31,2,1.7,0.4,2014.02,677.362,26,4,10,1,25,4,3.94876,2,2,2,
2021-10-27 01-03-47,2021-10-26 23-03-47,2,2.5,0.8,4885.7,769.263,26,4,7,1,23,4,4.02975,2,2,2,
2021-10-27 01-04-48,2021-10-26 23-04-48,2,2.8,0.7,2295.71,790.36,26,4,7,1,44,3,3.77107,2,2,2,
2021-10-27 01-05-49,2021-10-26 23-05-49,2,5.1,1,2966.01,943.191,26,4,10,2,301,5,6.95372,1,1,1,
2021-10-27 01-06-50,2021-10-26 23-06-50,2,5,1.8,3473.54,1126.58,26,4,13,2,138,4,4.52149,1,1,1,
2021-10-27 01-07-51,2021-10-26 23-07-51,2,4.9,1.7,4362.29,1339.81,27,4,18,2,162,4,4.52066,1,1,1,
2021-10-27 01-08-52,2021-10-26 23-08-52,2,5.3,2.3,5270.01,1607.11,27,4,22,2,211,4,5.05289,1,1,1,
2021-10-27 01-09-53,2021-10-26 23-09-53,2,5.2,2.2,5236.49,1591.92,27,4,23,2,38,4,4.43636,1,1,1,
2021-10-27 01-10-54,2021-10-26 23-10-54,2,5.6,2.2,5349.76,1631.47,27,4,25,2,149,4,4.79752,1,1,1,
2021-10-27 01-11-55,2021-10-26 23-11-55,2,5.2,1.8,5506.39,1668.95,27,4,27,2,138,3,4.39256,1,1,1,
2021-10-27 01-12-56,2021-10-26 23-12-56,2,4.5,1.7,5518.71,1475.39,27,4,23,2,129,4,4.5157,1,1,1,
2021-10-27 01-13-57,2021-10-26 23-13-57,2,3.9,1.4,5517.81,1342.33,27,4,21,2,555,4,5.04793,1,1,1,
2021-10-27 01-14-58,2021-10-26 23-14-58,2,3.6,1.3,5508.89,1359.61,27,4,24,2,41,3,3.80165,1,1,1,
2021-10-27 01-15-59,2021-10-26 23-15-59,2,4.2,1.4,5182.93,1123.45,27,4,22,2,239,3,4.14132,1,1,1,
2021-10-27 01-17-00,2021-10-26 23-17-00,2,3.2,1.3,4878.98,966.041,27,4,16,1,172,3,3.27438,2,2,2,
2021-10-27 01-18-01,2021-10-26 23-18-01,2,3,1.1,4879.53,960.801,27,4,15,1,35,3,3.23223,2,2,2,
2021-10-27 01-19-02,2021-10-26 23-19-02,2,3.1,1.1,4572.78,759.43,27,4,12,1,98,3,3.37934,2,2,2,
2021-10-27 01-20-02,2021-10-26 23-20-02,2,3,1.1,4574.33,753.091,27,4,9,1,17,3,3.11157,2,2,2,
2021-10-27 01-21-03,2021-10-26 23-21-03,2,3.3,1.1,4578.16,729.481,27,4,7,1,17,3,3.34711,2,2,2,
2021-10-27 01-22-04,2021-10-26 23-22-04,2,3.6,1.1,4596.11,741.914,27,4,7,1,406,3,3.72066,2,2,2,
2021-10-27 01-23-05,2021-10-26 23-23-05,2,3.9,1.1,4603.38,748.981,27,4,8,2,47,3,3.21157,1,1,1,
2021-10-27 01-24-06,2021-10-26 23-24-06,2,3.5,1.1,4718.05,840.516,27,4,13,2,227,3,3.34545,1,1,1,
2021-10-27 01-25-07,2021-10-26 23-25-07,2,3.4,1.1,4716.02,852.696,27,4,13,2,48,3,3.4719,1,1,1,
2021-10-27 01-26-08,2021-10-26 23-26-08,2,3.3,1.3,4729.9,859.517,27,4,17,2,56,2,2.80496,1,1,1,
2021-10-27 01-27-09,2021-10-26 23-27-09,2,3.3,1.4,4815.21,986.806,27,4,23,2,145,3,3.09091,1,1,1,
2021-10-27 01-28-10,2021-10-26 23-28-10,2,3.3,1.2,4837.93,1001.94,27,4,23,2,159,3,3.61653,1,1,1,
2021-10-27 01-29-11,2021-10-26 23-29-11,2,3.4,1.3,4910.09,1112.11,28,4,22,2,202,3,3.91653,1,1,1,
2021-10-27 01-30-12,2021-10-26 23-30-12,2,3.6,1.4,4875.32,1028.35,29,4,22,2,161,3,4.17438,1,1,1,
2021-10-27 01-31-13,2021-10-26 23-31-13,2,3.3,1.3,4870.38,1003.81,29,4,18,2,100,3,3.63636,1,1,1,
2021-10-27 01-32-14,2021-10-26 23-32-14,2,3.5,1.1,4880.68,1047.91,29,4,14,2,561,3,4.10661,1,1,1,
2021-10-27 01-33-15,2021-10-26 23-33-15,2,3.5,1.1,4874.27,1046.2,29,4,13,2,44,3,3.64215,1,1,1,
2021-10-27 01-34-16,2021-10-26 23-34-16,2,3.6,1.2,4875.22,1029.74,29,4,14,2,38,3,3.85041,1,1,1,
2021-10-27 01-35-17,2021-10-26 23-35-17,2,3.8,1.1,4851.98,892.152,29,4,12,2,139,3,4.20661,1,1,1,
2021-10-27 01-36-18,2021-10-26 23-36-18,2,4,1.1,4855.98,896.341,29,4,12,2,49,3,4.24215,1,1,1,
2021-10-27 01-37-19,2021-10-26 23-37-19,2,4.1,1.1,4870.34,923.29,29,4,13,2,169,5,5.67273,1,1,1,
2021-10-27 01-38-20,2021-10-26 23-38-20,2,3.9,1.2,4870.2,973.09,29,4,15,2,126,4,5.00992,1,1,1,
2021-10-27 01-39-21,2021-10-26 23-39-21,2,3.7,1.2,4872.46,966.824,29,4,13,2,164,4,4.35537,1,1,1,
2021-10-27 01-40-21,2021-10-26 23-40-21,2,3.8,1.3,4874.78,957.515,29,4,11,2,34,4,4.10331,1,1,1,
2021-10-27 01-41-22,2021-10-26 23-41-22,2,4,1.4,4879.93,951.848,29,4,10,2,116,4,4.56198,1,1,1,
2021-10-27 01-42-23,2021-10-26 23-42-23,2,4.2,1.6,4872.36,966.814,30,4,11,2,98,4,4.10826,1,1,1,
2021-10-27 01-43-24,2021-10-26 23-43-24,2,3.8,1.2,4866.63,947.963,30,4,11,2,160,3,3.96612,1,1,1,
2021-10-27 01-44-25,2021-10-26 23-44-25,2,3.5,1.2,4869.91,927.916,30,4,10,2,27,3,3.19174,1,1,1,
2021-10-27 01-45-26,2021-10-26 23-45-26,2,3.6,1,4864.16,928.223,30,4,10,2,32,3,3.19256,1,1,1,
2021-10-27 01-46-27,2021-10-26 23-46-27,2,3.9,1.2,4859.95,920.257,30,4,10,1,191,3,3.65868,2,2,2,
2021-10-27 01-47-28,2021-10-26 23-47-28,2,3.8,1.1,4346.36,823.9,30,4,8,2,149,3,3.42975,1,1,1,
2021-10-27 01-48-29,2021-10-26 23-48-29,2,4,1.2,4376.78,821.563,30,4,8,1,164,3,3.52645,2,2,2,
2021-10-27 01-49-30,2021-10-26 23-49-30,2,3.8,1.2,4402.51,820.911,30,4,8,1,31,4,4.75041,2,2,2,
