Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-20 00-17-18,2021-10-19 22-17-18,3,7.4,1.8,5918.21,1596.83,23,4,22,3,235,8,9.20165,1,1,1,
2021-10-20 00-18-19,2021-10-19 22-18-19,3,6.9,1.4,5897.19,1360.02,23,4,17,3,71,8,9.10909,1,1,1,
2021-10-20 00-19-20,2021-10-19 22-19-20,3,6.5,1.5,5897.45,1434.11,23,4,19,3,155,8,9.43636,1,1,1,
2021-10-20 00-20-21,2021-10-19 22-20-21,3,6.2,1.3,5866.26,1320.09,23,4,17,3,45,9,9.17603,1,1,1,
2021-10-20 00-21-22,2021-10-19 22-21-22,3,6.4,1.3,5878.11,1361.55,23,4,19,3,139,9,9.51818,1,1,1,
2021-10-20 00-22-23,2021-10-19 22-22-23,3,6.1,1.3,5849.03,1321.28,23,4,17,3,411,9,9.45207,1,1,1,
2021-10-20 00-23-24,2021-10-19 22-23-24,3,6.5,2,5966.62,1415.19,23,4,17,3,126,9,9.29422,1,1,1,
2021-10-20 00-24-25,2021-10-19 22-24-25,3,7.4,1.9,6191.05,1688.23,23,4,25,3,156,9,9.60331,1,1,1,
2021-10-20 00-25-26,2021-10-19 22-25-26,3,6.1,1.9,6111.36,1687.53,23,4,25,3,48,8,8.40165,1,1,1,
2021-10-20 00-26-26,2021-10-19 22-26-26,3,6.2,1.5,6079.99,1543.37,23,4,21,3,99,8,8.51983,1,1,1,
2021-10-20 00-27-27,2021-10-19 22-27-27,3,6.1,1.7,6085.77,1593.1,23,4,22,3,49,8,8.30661,1,1,1,
2021-10-20 00-28-28,2021-10-19 22-28-28,3,6.9,1.5,6066.53,1483.24,23,4,18,3,1216,8,9.95455,1,1,1,
2021-10-20 00-29-29,2021-10-19 22-29-29,3,7,1.6,6038.86,1297.26,23,4,14,3,49,9,9.66694,1,1,1,
2021-10-20 00-30-30,2021-10-19 22-30-30,3,7,1.5,6035.23,1317.07,23,4,14,3,68,8,8.83802,1,1,1,
2021-10-20 00-31-31,2021-10-19 22-31-31,3,7.1,1.4,6064.8,1377.04,23,4,16,3,152,8,9.10826,1,1,1,
2021-10-20 00-32-32,2021-10-19 22-32-32,3,6.6,1.7,6069.39,1385.39,23,4,16,3,137,9,9.5,1,1,1,
2021-10-20 00-33-33,2021-10-19 22-33-33,3,7.2,1.6,6138.63,1399.89,23,4,16,3,43,9,9.40165,1,1,1,
2021-10-20 00-34-34,2021-10-19 22-34-34,3,7,1.3,6137.98,1399.55,23,4,16,3,229,9,10.214,1,1,1,
2021-10-20 00-35-35,2021-10-19 22-35-35,3,6.7,1.3,6150.38,1409.21,23,4,16,3,51,9,9.52066,1,1,1,
2021-10-20 00-36-36,2021-10-19 22-36-36,3,6.7,1.5,6125.14,1298.11,24,4,16,3,100,9,9.93719,1,1,1,
2021-10-20 00-37-37,2021-10-19 22-37-37,3,6,1.4,6101.36,1257.48,24,4,16,3,404,9,9.64545,1,1,1,
2021-10-20 00-38-38,2021-10-19 22-38-38,3,5.4,1.2,6086.46,1228.6,24,4,19,3,49,7,8.01405,1,1,1,
2021-10-20 00-39-39,2021-10-19 22-39-39,3,5.1,1.5,6075.31,1275.25,27,4,21,3,251,6,7.04132,1,1,1,
2021-10-20 00-40-40,2021-10-19 22-40-40,3,4.7,1.2,6075.62,1287.16,27,4,23,3,49,6,6.74959,1,1,1,
2021-10-20 00-41-41,2021-10-19 22-41-41,3,4.4,1.1,5714.88,996.472,27,4,19,3,50,6,6.51983,1,1,1,
2021-10-20 00-42-42,2021-10-19 22-42-42,3,4.2,1.2,5736.63,1015.12,27,4,21,3,1206,6,7.27851,1,1,1,
2021-10-20 00-43-43,2021-10-19 22-43-43,3,4.6,1.2,5032.96,608.118,30,4,14,3,142,7,7.35289,1,1,1,
2021-10-20 00-44-44,2021-10-19 22-44-44,3,4.5,1.1,5044.36,600.641,30,4,12,3,111,6,6.54876,1,1,1,
2021-10-20 00-45-45,2021-10-19 22-45-45,3,4.6,1.2,5054.36,603.809,30,4,13,3,50,6,6.4405,1,1,1,
2021-10-20 00-46-46,2021-10-19 22-46-46,3,4.1,1,4763.56,570.515,30,4,13,3,24,6,6.06612,1,1,1,
2021-10-20 00-47-47,2021-10-19 22-47-47,3,4.5,1,4816.34,580.678,31,4,13,3,173,6,6.47934,1,1,1,
2021-10-20 00-48-48,2021-10-19 22-48-48,3,5.2,1.1,4887.48,579.464,31,4,11,3,51,7,7.03058,1,1,1,
2021-10-20 00-49-49,2021-10-19 22-49-49,3,5.5,1,4994.16,616.381,32,4,12,3,110,7,7.86694,1,1,1,
2021-10-20 00-50-50,2021-10-19 22-50-50,3,5.4,1,5001.14,619.883,32,4,11,3,124,6,6.51983,1,1,1,
2021-10-20 00-51-51,2021-10-19 22-51-51,3,5,1.1,5013.78,637.077,32,4,12,3,30,6,5.9876,1,1,1,
2021-10-20 00-52-52,2021-10-19 22-52-52,3,4.6,0.9,5008.72,611.351,32,4,8,2,45,6,5.8876,2,2,1,
2021-10-20 00-53-52,2021-10-19 22-53-52,3,5.4,1.4,5014.96,617.925,32,4,10,2,147,6,6.48182,2,2,1,
2021-10-20 00-54-53,2021-10-19 22-54-53,3,4.3,1.2,5016.67,606.169,32,4,10,2,50,6,6.10744,2,2,1,
2021-10-20 00-55-54,2021-10-19 22-55-54,3,3.8,0.9,5037.5,585.426,32,4,9,1,66,6,7.3562,3,3,3,
2021-10-20 00-56-55,2021-10-19 22-56-55,2,4.6,0.4,5053.94,528.42,32,4,7,1,86,8,10.8124,2,2,2,
2021-10-20 00-57-56,2021-10-19 22-57-56,2,5.9,0.8,5074.24,524.787,32,4,5,1,119,8,11.1521,2,2,2,
2021-10-20 00-58-57,2021-10-19 22-58-57,2,6.6,0.4,5090.68,503.868,32,4,4,1,80,8,11.157,2,2,2,
2021-10-20 00-59-58,2021-10-19 22-59-58,2,9.7,0.5,5096.3,481.977,32,4,2,1,119,9,11.7727,2,2,2,
2021-10-20 01-00-59,2021-10-19 23-00-59,2,27.5,0.3,5101.29,472.536,32,4,1,1,208,9,13.1372,2,2,2,
2021-10-20 01-02-00,2021-10-19 23-02-00,2,17.6,0.4,5102.08,464.537,32,4,1,1,130,7,8.38926,2,2,2,
2021-10-20 01-03-01,2021-10-19 23-03-01,2,13,0.3,5102.5,464.688,32,4,1,1,196,6,6.58099,2,2,2,
2021-10-20 01-04-02,2021-10-19 23-04-02,2,12,0.1,5101.45,463.779,32,4,1,1,46,6,6.09587,2,2,2,
2021-10-20 01-05-03,2021-10-19 23-05-03,2,11.5,0.5,5105.12,487.648,32,4,2,2,47,6,6.03802,1,1,1,
2021-10-20 01-06-04,2021-10-19 23-06-04,2,10.7,0.4,5105.79,493.802,32,4,3,2,49,7,7.95455,1,1,1,
2021-10-20 01-07-05,2021-10-19 23-07-05,2,8.6,0.5,5106.19,497.227,32,4,4,2,48,7,8.30579,1,1,1,
2021-10-20 01-08-06,2021-10-19 23-08-06,2,5.9,0.8,5128.42,545.38,32,4,6,2,50,7,7.10413,1,1,1,
2021-10-20 01-09-07,2021-10-19 23-09-07,2,5.8,1,5161.08,601.839,32,4,9,2,155,7,7.60331,1,1,1,
2021-10-20 01-10-08,2021-10-19 23-10-08,2,5.4,1,5161.92,602.539,32,4,9,2,47,7,7.46694,1,1,1,
2021-10-20 01-11-09,2021-10-19 23-11-09,2,5.6,1.3,5206.7,716.435,32,4,13,2,180,7,7.73719,1,1,1,
2021-10-20 01-12-10,2021-10-19 23-12-10,2,4.9,1,5209.1,695.394,32,4,11,2,49,7,7.38843,1,1,1,
2021-10-20 01-13-11,2021-10-19 23-13-11,2,5.4,1.2,5262.73,806.142,32,4,13,2,148,7,7.78099,1,1,1,
2021-10-20 01-14-12,2021-10-19 23-14-12,2,5.3,1.1,5263.04,807.518,32,4,12,2,49,7,7.6314,1,1,1,
2021-10-20 01-15-13,2021-10-19 23-15-13,2,5.9,1.1,5305.18,936.45,32,4,15,2,247,8,8.54959,1,1,1,
2021-10-20 01-16-14,2021-10-19 23-16-14,2,5.3,1.1,5293.08,880.492,32,4,13,2,49,8,8.2157,1,1,1,
2021-10-20 01-17-15,2021-10-19 23-17-15,2,4.9,1.2,5301.28,891.956,32,4,15,2,46,7,7.33306,1,1,1,
2021-10-20 01-18-16,2021-10-19 23-18-16,2,5.3,1.5,5344.65,968.62,32,4,15,2,47,7,7.8686,1,1,1,
2021-10-20 01-19-17,2021-10-19 23-19-17,2,5.2,1.2,5318.37,978.703,32,4,15,2,46,7,8.10661,1,1,1,
2021-10-20 01-20-18,2021-10-19 23-20-18,2,5.3,1.2,5288.29,863.713,32,4,12,2,50,8,7.98099,1,1,1,
2021-10-20 01-21-18,2021-10-19 23-21-18,2,5.4,1.1,5286.41,867.104,32,4,12,2,99,8,8.17603,1,1,1,
2021-10-20 01-22-19,2021-10-19 23-22-19,2,5.5,1.3,5319.77,899.428,32,4,11,2,47,7,7.50496,1,1,1,
2021-10-20 01-23-20,2021-10-19 23-23-20,2,6.4,1.2,5350.82,1010.93,32,4,12,2,411,7,8.69008,1,1,1,
2021-10-20 01-24-21,2021-10-19 23-24-21,2,5.9,1.3,5348.48,1024.5,32,4,12,2,165,7,8.38347,1,1,1,
2021-10-20 01-25-22,2021-10-19 23-25-22,2,6.6,1.7,5343.65,1041.21,32,4,12,2,229,7,8.1405,1,1,1,
2021-10-20 01-26-23,2021-10-19 23-26-23,2,6.2,1.5,5347.29,1039.76,32,4,12,2,194,7,8.0876,1,1,1,
2021-10-20 01-27-24,2021-10-19 23-27-24,2,6.3,1.3,5351.25,1058.79,32,4,12,2,50,7,7.78678,1,1,1,
2021-10-20 01-28-25,2021-10-19 23-28-25,2,6.8,1.4,5351.84,1053.09,32,4,12,2,76,9,9.6719,1,1,1,
2021-10-20 01-29-26,2021-10-19 23-29-26,2,6.5,1.4,5355.58,1063.62,32,4,12,2,230,7,8.50744,1,1,1,
2021-10-20 01-30-27,2021-10-19 23-30-27,2,6.6,2.2,5357.09,1078.59,32,4,12,2,98,8,8.19917,1,1,1,
2021-10-20 01-31-28,2021-10-19 23-31-28,2,6.9,1.3,5362.36,1091.7,32,4,12,2,211,8,10.019,1,1,1,
2021-10-20 01-32-29,2021-10-19 23-32-29,2,6.5,1.5,5354.26,1106.07,32,4,12,2,50,8,9.09091,1,1,1,
2021-10-20 01-33-30,2021-10-19 23-33-30,2,6.4,1.3,5351.07,1105.65,32,4,12,2,50,8,8.12397,1,1,1,
2021-10-20 01-34-31,2021-10-19 23-34-31,2,6.4,1.7,5355.02,1153.91,32,4,15,2,137,8,8.43388,1,1,1,
2021-10-20 01-35-32,2021-10-19 23-35-32,2,5.7,5.6,5352.25,1174.69,32,4,15,2,1113,6,9.0405,1,1,1,
2021-10-20 01-36-33,2021-10-19 23-36-33,2,5.5,1.6,5374.04,1221.44,32,4,16,2,236,7,7.38099,1,1,1,
2021-10-20 01-37-34,2021-10-19 23-37-34,2,5.3,1.4,5373.89,1223.28,32,4,16,2,48,7,7.05702,1,1,1,
2021-10-20 01-38-35,2021-10-19 23-38-35,2,5.5,1.2,5369.09,1198.43,32,4,16,2,51,7,7.75702,1,1,1,
2021-10-20 01-39-36,2021-10-19 23-39-36,2,5.7,1.4,5335.24,961.544,32,4,12,2,90,7,8.04628,1,1,1,
2021-10-20 01-40-37,2021-10-19 23-40-37,3,6.4,1.2,5301.8,854.099,32,4,8,3,607,8,10.4917,1,1,1,
2021-10-20 01-41-38,2021-10-19 23-41-38,3,8.5,1.1,5294.78,857.551,32,4,8,3,607,8,11.3099,1,1,1,
2021-10-20 01-42-39,2021-10-19 23-42-39,3,7.9,1.2,5291.43,859.96,32,4,8,3,46,8,8.34132,1,1,1,
2021-10-20 01-43-40,2021-10-19 23-43-40,3,7.6,1.1,5295.52,867.857,32,4,8,3,65,8,8.26033,1,1,1,
2021-10-20 01-44-41,2021-10-19 23-44-41,3,6.3,1.3,5291.54,880.509,32,4,11,2,118,7,7.2843,2,2,1,
2021-10-20 01-45-42,2021-10-19 23-45-42,3,4.6,1.3,5291.62,881.261,32,4,12,2,39,6,6.26777,2,2,1,
2021-10-20 01-46-42,2021-10-19 23-46-42,3,4.5,1.1,5292.96,880.066,32,4,13,2,50,7,7.01405,2,2,1,
2021-10-20 01-47-43,2021-10-19 23-47-43,3,4.9,1.2,5311.6,930.667,32,4,14,1,102,7,8.3314,3,3,3,
2021-10-20 01-48-44,2021-10-19 23-48-44,3,4.2,1.2,5308,936.154,32,4,14,1,39,8,8.06529,3,3,3,
2021-10-20 01-49-45,2021-10-19 23-49-45,3,4.5,1.2,5279.29,709.894,32,4,7,1,45,7,7.95207,3,3,3,
2021-10-20 01-50-46,2021-10-19 23-50-46,3,4.9,0.9,5266.09,642.9,32,4,5,1,98,7,7.84545,3,3,3,
2021-10-20 01-51-47,2021-10-19 23-51-47,3,4.7,0.5,5266.1,642.972,32,4,5,1,36,6,6.4562,3,3,3,
2021-10-20 01-52-48,2021-10-19 23-52-48,3,7.4,0.7,5267.47,640.8,32,4,4,2,48,7,8.26529,2,2,1,
2021-10-20 01-53-49,2021-10-19 23-53-49,3,7.9,1,5275.23,687.946,32,4,5,2,28,6,7.2281,2,2,1,
2021-10-20 01-54-50,2021-10-19 23-54-50,3,7,1.1,5298.42,779.926,32,4,7,2,514,7,7.76777,2,2,1,
2021-10-20 01-55-51,2021-10-19 23-55-51,3,5.9,1.3,5296.35,787.503,32,4,9,2,26,7,6.65124,2,2,1,
2021-10-20 01-56-52,2021-10-19 23-56-52,3,6.3,1.3,5334.34,878.832,32,4,11,3,149,7,7.24132,1,1,1,
2021-10-20 01-57-53,2021-10-19 23-57-53,3,6.3,1.3,5341.51,949.556,32,4,12,3,46,7,7.77603,1,1,1,
2021-10-20 01-58-54,2021-10-19 23-58-54,3,6.6,1.4,5363.02,1023.47,32,4,14,3,160,8,8.83306,1,1,1,
2021-10-20 01-59-55,2021-10-19 23-59-55,3,6.3,1.5,5354.59,991.252,32,4,12,2,93,8,8.29669,2,2,1,
2021-10-20 02-00-56,2021-10-20 00-00-56,3,6.3,1.2,5385.48,1061.27,32,4,14,3,222,8,9.0438,1,1,1,
2021-10-20 02-01-57,2021-10-20 00-01-57,3,6.4,1.3,5379.39,1065.31,32,4,13,3,48,8,8.60661,1,1,1,
2021-10-20 02-02-58,2021-10-20 00-02-58,3,6.6,1.5,5379.99,1084.29,34,4,16,3,54,9,9.48678,1,1,1,
2021-10-20 02-03-59,2021-10-20 00-03-59,3,6.4,1.4,5353.6,943.97,34,4,14,3,43,9,9.6157,1,1,1,
2021-10-20 02-05-00,2021-10-20 00-05-00,3,6,1.3,5363.73,937.107,34,4,14,3,48,9,9.28264,1,1,1,
2021-10-20 02-06-01,2021-10-20 00-06-01,3,6.6,1.4,5385.96,1097.56,34,4,17,3,665,9,10.3165,1,1,1,
2021-10-20 02-07-02,2021-10-20 00-07-02,3,6.5,1.5,5395.77,1123.65,34,4,18,3,148,10,11.638,1,1,1,
2021-10-20 02-08-03,2021-10-20 00-08-03,3,6,1.3,5379.44,1037.08,34,4,16,3,48,9,10.3843,1,1,1,
2021-10-20 02-09-04,2021-10-20 00-09-04,3,6,1.5,5372.99,1042,34,4,16,3,68,8,8.77686,1,1,1,
2021-10-20 02-10-05,2021-10-20 00-10-05,3,6.4,1.3,5370.28,1000.86,34,4,11,3,46,8,8.17438,1,1,1,
2021-10-20 02-11-06,2021-10-20 00-11-06,3,7.3,1.7,5434.39,1088.27,34,4,10,3,44,8,8.06116,1,1,1,
2021-10-20 02-12-07,2021-10-20 00-12-07,3,6.9,1.3,5386.54,1053.85,34,4,11,3,101,8,8.07355,1,1,1,
2021-10-20 02-13-08,2021-10-20 00-13-08,3,7,1.3,5385.2,1060.07,34,4,12,3,50,8,8.14711,1,1,1,
2021-10-20 02-14-09,2021-10-20 00-14-09,3,6.1,1.6,5383.37,1085.65,34,4,15,3,35,8,7.96529,1,1,1,
2021-10-20 02-15-09,2021-10-20 00-15-09,3,6.1,1.3,5393.81,1132.06,34,4,15,3,131,8,8.29339,1,1,1,
2021-10-20 02-16-10,2021-10-20 00-16-10,3,6.3,1.5,5409.07,1124.27,34,4,15,3,157,8,9.42727,1,1,1,
2021-10-20 02-17-11,2021-10-20 00-17-11,3,6.1,1.7,5442.01,1261.94,34,4,19,2,120,8,8.99339,2,2,1,
2021-10-20 02-18-12,2021-10-20 00-18-12,3,4.9,1.9,5474.33,1176.06,34,4,16,2,44,7,7.1314,2,2,1,
2021-10-20 02-19-13,2021-10-20 00-19-13,3,5.7,1.7,5543.37,1264.58,34,4,18,2,201,7,8.23388,2,2,1,
2021-10-20 02-20-14,2021-10-20 00-20-14,3,6.1,2.2,5538.74,1345.69,34,4,17,2,192,8,8.55289,2,2,1,
2021-10-20 02-21-15,2021-10-20 00-21-15,3,6.6,2.5,5568.61,1362.85,34,4,18,2,912,8,9.92231,2,2,1,
2021-10-20 02-22-16,2021-10-20 00-22-16,3,6.9,2.1,5531.05,1238.75,34,4,15,2,27,8,8.20083,2,2,1,
2021-10-20 02-23-17,2021-10-20 00-23-17,3,7.5,2.6,5806.3,1434.77,34,4,19,3,173,8,8.72149,1,1,1,
2021-10-20 02-24-18,2021-10-20 00-24-18,3,7.6,2.2,5920.65,1501.44,34,4,19,3,555,8,9.08512,1,1,1,
2021-10-20 02-25-19,2021-10-20 00-25-19,3,7.4,2.2,5901.73,1529.5,35,4,21,3,4206,8,11.5545,1,1,1,
2021-10-20 02-26-20,2021-10-20 00-26-20,3,6.9,1.8,5887.45,1428.78,35,4,22,3,254,7,7.92727,1,1,1,
