Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-20 14-55-41,2021-10-20 12-55-41,1,5,0.2,958.418,345.667,16,1,6,1,804,2,13.4848,1,1,1,
2021-10-20 14-56-42,2021-10-20 12-56-42,1,1.6,1.3,1368.47,457.946,16,1,10,1,31,2,2.26281,1,1,1,
