Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-22 00-39-48,2021-10-21 22-39-48,3,5.9,0.4,1690.31,632.346,10,4,12,3,83,10,10.4504,1,1,1,
2021-10-22 00-40-49,2021-10-21 22-40-49,3,5.1,0.4,1698.04,636.666,10,4,12,3,78,9,9.23058,1,1,1,
2021-10-22 00-41-50,2021-10-21 22-41-50,3,5.7,0.4,1718.83,642.232,10,4,12,3,165,9,10.5281,1,1,1,
2021-10-22 00-42-51,2021-10-21 22-42-51,3,4.6,0.6,1729.02,646.119,10,4,12,2,96,8,8.83471,2,2,1,
2021-10-22 00-43-52,2021-10-21 22-43-52,3,3.9,0.4,1728.05,644.393,10,4,12,2,36,8,8.5124,2,2,1,
2021-10-22 00-44-53,2021-10-21 22-44-53,3,3.8,0.8,1756.36,649.354,10,4,12,1,176,9,9.30661,3,3,3,
2021-10-22 00-45-54,2021-10-21 22-45-54,3,3.6,1,1757.88,658.991,10,4,12,1,32,10,9.80826,3,3,3,
2021-10-22 00-46-55,2021-10-21 22-46-55,3,4.3,0.7,1764.4,568.53,11,4,10,2,48,10,10.8256,2,2,1,
2021-10-22 00-47-56,2021-10-21 22-47-56,3,5,0.4,1757.32,557.391,11,4,9,2,43,10,10.5372,2,2,1,
2021-10-22 00-48-57,2021-10-21 22-48-57,3,5.7,0.4,1760.59,577.673,11,4,9,2,164,10,11.9405,2,2,1,
2021-10-22 00-49-58,2021-10-21 22-49-58,3,7.5,0.7,1759.52,571.812,11,4,8,2,163,12,13.4851,2,2,1,
2021-10-22 00-50-59,2021-10-21 22-50-59,3,7.2,0.6,1759.6,562.503,11,4,8,2,99,11,11.4868,2,2,1,
2021-10-22 00-52-00,2021-10-21 22-52-00,3,5.6,0.3,1762.5,574.476,11,4,9,3,154,9,9.7157,1,1,1,
2021-10-22 00-53-01,2021-10-21 22-53-01,3,6.5,0.5,1762.5,567.302,11,4,9,3,35,9,9.45207,1,1,1,
2021-10-22 00-54-02,2021-10-21 22-54-02,3,6.7,0.3,1761.6,607.204,11,4,10,3,913,9,11.8198,1,1,1,
2021-10-22 00-55-03,2021-10-21 22-55-03,3,7.1,0.8,1768.61,597.319,11,4,10,3,105,12,12.7463,1,1,1,
2021-10-22 00-56-04,2021-10-21 22-56-04,3,6,0.7,1767.61,591.244,11,4,10,2,46,11,11.7744,2,2,1,
2021-10-22 00-57-05,2021-10-21 22-57-05,3,4.8,0.7,1805.19,611.213,11,4,11,2,307,10,10.6835,2,2,1,
2021-10-22 00-58-06,2021-10-21 22-58-06,3,4.5,0.4,1805.19,605.597,11,4,10,2,49,10,10.2653,2,2,1,
2021-10-22 00-59-07,2021-10-21 22-59-07,3,4.5,0.7,1812.88,612.267,11,4,10,2,45,9,9.30992,2,2,1,
2021-10-22 01-00-08,2021-10-21 23-00-08,3,4.9,0.8,1815.62,614.889,11,4,10,2,30,10,10.9306,2,2,1,
2021-10-22 01-01-09,2021-10-21 23-01-09,3,5.6,0.6,1810.65,615.603,11,4,9,2,26,12,12.2322,2,2,1,
2021-10-22 01-02-10,2021-10-21 23-02-10,3,6.5,0.4,1809.77,582.213,11,4,6,2,154,12,12.776,2,2,1,
2021-10-22 01-03-11,2021-10-21 23-03-11,3,7,0.2,1809.79,575.678,11,4,6,2,30,10,10.405,2,2,1,
2021-10-22 01-04-12,2021-10-21 23-04-12,3,6.6,0.2,1809.82,580.762,11,4,6,2,25,9,9.07851,2,2,1,
2021-10-22 01-05-13,2021-10-21 23-05-13,3,6.7,0.3,1808.21,576.761,11,4,7,2,43,9,8.76446,2,2,1,
2021-10-22 01-06-14,2021-10-21 23-06-14,3,4.6,0.4,1808.18,569.126,11,4,7,1,194,8,8.16116,3,3,3,
2021-10-22 01-07-14,2021-10-21 23-07-14,3,3.6,0.2,1808.18,569.633,11,4,7,1,38,8,8.03554,3,3,3,
2021-10-22 01-08-15,2021-10-21 23-08-15,3,4,0.4,1808.18,577.943,11,4,8,2,43,9,8.88264,2,2,1,
2021-10-22 01-09-16,2021-10-21 23-09-16,3,5.1,0.6,1810.23,590.175,11,4,9,2,37,9,9.51983,2,2,1,
2021-10-22 01-10-17,2021-10-21 23-10-17,3,5.1,0.4,1811.74,602.621,12,4,9,2,262,9,10.7917,2,2,1,
2021-10-22 01-11-18,2021-10-21 23-11-18,3,5.9,0.5,1811,600.792,12,4,8,2,157,9,10.8901,2,2,1,
2021-10-22 01-12-19,2021-10-21 23-12-19,3,6.4,0.4,1811,589.333,12,4,8,2,32,10,10.3884,2,2,1,
2021-10-22 01-13-20,2021-10-21 23-13-20,3,5.9,0.6,1811,581.182,12,4,8,2,44,9,9.27273,2,2,1,
