Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-20 15-24-37,2021-10-20 13-24-37,2,3.5,0.5,2519.32,700.548,18,2,6,2,48,3,3.78347,1,1,1,
2021-10-20 15-25-38,2021-10-20 13-25-38,2,3.3,0.2,2631.32,760.906,18,4,9,2,554,4,4.48678,1,1,1,
2021-10-20 15-26-39,2021-10-20 13-26-39,2,2.6,0.3,2629.55,758.66,18,4,9,2,142,3,3.92727,1,1,1,
2021-10-20 15-27-40,2021-10-20 13-27-40,2,2.5,0.5,2620.04,767.298,18,4,9,2,49,4,3.91653,1,1,1,
2021-10-20 15-28-41,2021-10-20 13-28-41,2,2.5,0.3,2631.79,774.971,18,4,9,2,45,4,4.14876,1,1,1,
2021-10-20 15-29-42,2021-10-20 13-29-42,2,2.5,0.5,2657.3,783.206,18,4,9,2,43,3,3.93636,1,1,1,
2021-10-20 15-30-43,2021-10-20 13-30-43,2,2.8,0.3,2667.53,794.546,18,4,11,2,79,4,5.02562,1,1,1,
2021-10-20 15-31-44,2021-10-20 13-31-44,2,2.1,0.4,2649.35,696.007,18,4,10,2,94,3,3.77107,1,1,1,
2021-10-20 15-32-45,2021-10-20 13-32-45,2,2.3,1,2741.87,810.408,20,4,12,2,190,3,4.13636,1,1,1,
2021-10-20 15-33-46,2021-10-20 13-33-46,2,2.1,0.5,3072.6,916.989,20,4,15,2,45,4,3.95702,1,1,1,
2021-10-20 15-34-47,2021-10-20 13-34-47,2,1.8,0.3,3066.93,924.666,20,4,16,2,43,3,3.80744,1,1,1,
2021-10-20 15-35-48,2021-10-20 13-35-48,2,1.8,0.4,3066.86,930.605,20,4,17,2,35,3,3.83058,1,1,1,
2021-10-20 15-36-49,2021-10-20 13-36-49,2,1.8,1,3062.16,956.343,20,4,18,2,40,3,3.32975,1,1,1,
2021-10-20 15-37-50,2021-10-20 13-37-50,2,3,1.1,3893.01,1244.2,23,4,20,2,510,3,4.19339,1,1,1,
2021-10-20 15-38-51,2021-10-20 13-38-51,2,2.8,1,4012.47,1272.16,23,4,22,2,26,3,3.64463,1,1,1,
2021-10-20 15-39-51,2021-10-20 13-39-51,2,3.5,1.2,4063.43,1294.09,23,4,24,2,254,6,7.42066,1,1,1,
2021-10-20 15-40-53,2021-10-20 13-40-53,2,3.4,1.1,4608.2,1152.18,23,4,24,2,256,5,6.07025,1,1,1,
2021-10-20 15-41-53,2021-10-20 13-41-53,2,3.2,1,4560.14,813.401,23,4,16,2,101,4,4.80744,1,1,1,
2021-10-20 15-42-54,2021-10-20 13-42-54,2,2.5,0.8,4562.17,811.724,23,4,15,2,43,3,3.7124,1,1,1,
2021-10-20 15-43-55,2021-10-20 13-43-55,2,3.1,1.1,4620.52,956.659,23,4,17,2,42,3,3.80496,1,1,1,
2021-10-20 15-44-56,2021-10-20 13-44-56,2,3.1,1.4,4445.22,876.433,23,4,17,2,227,3,4.46529,1,1,1,
2021-10-20 15-45-57,2021-10-20 13-45-57,2,3.8,1.3,4448.01,855.755,23,4,15,2,43,4,4.27355,1,1,1,
2021-10-20 15-46-58,2021-10-20 13-46-58,2,3.4,1.2,4447.65,881.48,23,4,19,2,43,3,3.89752,1,1,1,
2021-10-20 15-47-59,2021-10-20 13-47-59,2,3.5,1.4,4510.85,1012.9,23,4,25,2,149,3,3.81983,1,1,1,
2021-10-20 15-49-00,2021-10-20 13-49-00,2,3.8,1.6,4593.04,1110.46,23,4,29,2,42,3,3.89256,1,1,1,
2021-10-20 15-50-01,2021-10-20 13-50-01,1,3.6,1.3,4553.07,928.401,23,4,26,1,37,3,3.4686,1,1,1,
2021-10-20 15-51-02,2021-10-20 13-51-02,1,3.2,1.4,4551.24,932.75,23,4,27,1,40,2,2.43802,1,1,1,
2021-10-20 15-52-03,2021-10-20 13-52-03,1,4,2.3,4565.45,861.531,23,4,22,1,181,2,3.4281,1,1,1,
2021-10-20 15-53-04,2021-10-20 13-53-04,1,3,1.1,4561.49,821.688,24,4,18,1,39,2,2.72975,1,1,1,
2021-10-20 15-54-05,2021-10-20 13-54-05,1,2.9,1.1,4555.55,835.824,24,4,16,1,21,2,2.38595,1,1,1,
2021-10-20 15-55-06,2021-10-20 13-55-06,1,2.8,0.4,3966.41,618.541,24,4,9,1,44,2,2.5843,1,1,1,
2021-10-20 15-56-06,2021-10-20 13-56-06,1,1.3,0.2,4022.59,662.796,24,4,11,1,99,2,2.20992,1,1,1,
2021-10-20 15-57-07,2021-10-20 13-57-07,1,1.8,0.2,4075.44,718.552,24,4,13,1,171,2,2.89504,1,1,1,
2021-10-20 15-58-08,2021-10-20 13-58-08,1,2.4,0.7,4185.67,866.422,24,4,16,1,118,3,3.87438,1,1,1,
2021-10-20 15-59-09,2021-10-20 13-59-09,1,2.3,0.9,4187.98,869.954,24,4,17,1,101,4,4.32231,1,1,1,
2021-10-20 16-00-10,2021-10-20 14-00-10,1,3.1,1.1,4186.36,865.845,36,4,17,1,424,2,3.55041,1,1,1,
2021-10-20 16-01-11,2021-10-20 14-01-11,1,3,1.4,4183.09,859.39,36,4,15,1,38,2,2.60496,1,1,1,
2021-10-20 16-02-12,2021-10-20 14-02-12,1,3.2,1.2,4195.44,869.591,36,4,16,1,64,2,2.77686,1,1,1,
2021-10-20 16-03-13,2021-10-20 14-03-13,1,2.6,1.1,4169.02,754.342,36,4,12,1,37,2,1.65041,1,1,1,
2021-10-20 16-04-14,2021-10-20 14-04-14,1,2.9,1.1,4169.95,756.202,36,4,11,1,174,2,3.10496,1,1,1,
2021-10-20 16-05-15,2021-10-20 14-05-15,1,3.1,1.3,4207.13,808.298,36,4,11,1,197,2,3.04215,1,1,1,
2021-10-20 16-06-16,2021-10-20 14-06-16,1,3.9,1.4,4332.14,869.673,37,4,12,1,51,3,3.2595,1,1,1,
2021-10-20 16-07-17,2021-10-20 14-07-17,1,3.4,1.2,4313.41,875.143,37,4,12,1,21,3,3.21736,1,1,1,
2021-10-20 16-08-18,2021-10-20 14-08-18,1,3.4,1.2,4314.38,879.839,37,4,12,1,27,3,3.13719,1,1,1,
2021-10-20 16-09-19,2021-10-20 14-09-19,1,3.4,1,4063.67,741.662,37,4,8,1,45,3,3.81488,1,1,1,
2021-10-20 16-10-19,2021-10-20 14-10-19,1,3.2,0.9,4094.02,666.984,37,4,6,1,48,3,3.96116,1,1,1,
2021-10-20 16-11-20,2021-10-20 14-11-20,1,2.7,0.8,4099.1,672.782,37,4,6,1,50,3,3.20909,1,1,1,
2021-10-20 16-12-21,2021-10-20 14-12-21,1,3.1,0.7,4155.93,676.521,37,4,6,1,39,3,3.26116,1,1,1,
2021-10-20 16-13-22,2021-10-20 14-13-22,1,2.8,0.7,4157.02,681.534,37,4,6,1,16,3,3.10083,1,1,1,
2021-10-20 16-14-23,2021-10-20 14-14-23,1,4.6,1,4170.96,685.818,37,4,6,1,1312,6,7.40992,1,1,1,
2021-10-20 16-15-24,2021-10-20 14-15-24,1,3.7,0.6,4178.03,686.08,13,4,6,1,49,5,5.41818,1,1,1,
2021-10-20 16-16-25,2021-10-20 14-16-25,1,2.5,0.9,4172.48,692.066,15,4,9,1,47,2,2.5595,1,1,1,
2021-10-20 16-17-26,2021-10-20 14-17-26,1,2.2,1,4170.89,700.345,15,4,11,1,17,1,1.89008,1,1,1,
2021-10-20 16-18-27,2021-10-20 14-18-27,1,2.2,0.9,4168.86,705.267,15,4,12,1,33,1,1.88926,1,1,1,
2021-10-20 16-19-28,2021-10-20 14-19-28,1,2,0.9,4167.07,711.061,15,4,14,1,49,1,1.89339,1,1,1,
2021-10-20 16-20-29,2021-10-20 14-20-29,1,2.1,0.9,4168.89,716.205,15,4,16,1,36,1,1.7438,1,1,1,
2021-10-20 16-21-30,2021-10-20 14-21-30,1,1.1,0.2,3817.39,555.508,15,4,14,1,20,2,1.77769,1,1,1,
2021-10-20 16-22-31,2021-10-20 14-22-31,1,1.7,1.1,4011.61,683.359,15,4,15,1,211,2,2.56694,1,1,1,
2021-10-20 16-23-32,2021-10-20 14-23-32,1,2.3,0.8,4018.1,681.584,15,4,15,1,25,3,2.93306,1,1,1,
2021-10-20 16-24-32,2021-10-20 14-24-32,1,2.2,0.9,4026.25,699.457,16,4,13,1,48,3,2.99339,1,1,1,
2021-10-20 16-25-33,2021-10-20 14-25-33,1,2.5,1,4081.93,775.536,17,4,12,1,161,3,3.04545,1,1,1,
2021-10-20 16-26-34,2021-10-20 14-26-34,1,2.7,0.9,4080.12,780.569,17,4,10,1,27,2,2.67438,1,1,1,
2021-10-20 16-27-35,2021-10-20 14-27-35,1,2.7,0.9,4082.67,768.489,17,4,7,1,94,2,2.85124,1,1,1,
2021-10-20 16-28-36,2021-10-20 14-28-36,1,2.8,0.7,4074.77,761.298,17,4,7,1,9,2,2.75207,1,1,1,
2021-10-20 16-29-37,2021-10-20 14-29-37,1,2.6,0.8,4082.54,758.609,17,4,7,1,39,2,2.40496,1,1,1,
2021-10-20 16-30-38,2021-10-20 14-30-38,1,2.4,0.3,4095.79,676.327,17,4,5,1,23,2,2.33306,1,1,1,
2021-10-20 16-31-39,2021-10-20 14-31-39,1,2.4,0.5,4096.96,679.289,17,4,5,1,31,3,3.05124,1,1,1,
2021-10-20 16-32-40,2021-10-20 14-32-40,1,2.6,0.2,4104.77,681.727,17,4,5,1,27,3,2.96612,1,1,1,
2021-10-20 16-33-41,2021-10-20 14-33-41,1,2.2,0.3,4105.83,682.049,17,4,6,1,26,3,2.88843,1,1,1,
2021-10-20 16-34-42,2021-10-20 14-34-42,1,2.9,0.3,4133.5,724.283,17,4,6,1,74,3,3.82479,1,1,1,
2021-10-20 16-35-43,2021-10-20 14-35-43,1,2.3,0.4,4167.8,790.675,17,4,9,1,169,3,3.32562,1,1,1,
2021-10-20 16-36-44,2021-10-20 14-36-44,1,1.9,0.4,4162.16,798.577,17,4,9,1,36,3,2.83636,1,1,1,
2021-10-20 16-37-44,2021-10-20 14-37-44,1,1.8,0.2,4163.91,801.041,17,4,9,1,34,2,2.77273,1,1,1,
2021-10-20 16-38-45,2021-10-20 14-38-45,1,1.8,0.4,4169.12,806.063,17,4,9,1,23,3,2.87025,1,1,1,
2021-10-20 16-39-46,2021-10-20 14-39-46,1,1.8,0.1,4168.04,804.481,17,4,9,1,49,2,2.78347,1,1,1,
2021-10-20 16-40-47,2021-10-20 14-40-47,1,1.9,0.2,3720.82,582.702,17,4,5,1,41,2,2.68678,1,1,1,
2021-10-20 16-41-48,2021-10-20 14-41-48,1,2.9,0.3,3777.84,582.122,17,4,5,1,100,4,4.4843,1,1,1,
2021-10-20 16-42-49,2021-10-20 14-42-49,1,2.5,0.3,3822.32,579.403,17,4,5,1,99,3,3.51818,1,1,1,
2021-10-20 16-43-50,2021-10-20 14-43-50,1,2.2,0.3,3828.48,581.278,17,4,5,1,24,3,3.01074,1,1,1,
2021-10-20 16-44-51,2021-10-20 14-44-51,1,2.3,0.3,3826.36,580.128,17,4,5,1,94,3,3.17603,1,1,1,
2021-10-20 16-45-52,2021-10-20 14-45-52,1,2.7,0.2,3846.84,583.365,13,1,5,1,44,3,4.03802,1,1,1,
2021-10-20 16-46-53,2021-10-20 14-46-53,1,2.6,0.5,3851.51,592.086,13,1,5,1,48,3,3.19669,1,1,1,
2021-10-20 16-47-54,2021-10-20 14-47-54,1,2.2,0.4,3853.31,600.81,13,1,5,1,15,3,3.1719,1,1,1,
2021-10-20 16-48-55,2021-10-20 14-48-55,1,2.3,0.3,3853.8,600.478,13,1,5,1,46,3,3.15372,1,1,1,
2021-10-20 16-49-56,2021-10-20 14-49-56,1,2.3,0.2,3854.21,599.305,12,1,5,1,45,3,3.04793,1,1,1,
2021-10-20 16-50-57,2021-10-20 14-50-57,1,2.2,0.3,3860.44,596.866,12,1,5,1,28,3,3.0157,1,1,1,
2021-10-20 16-51-58,2021-10-20 14-51-58,1,2.3,0.3,3855.38,594.666,11,1,5,1,20,3,2.94298,1,1,1,
2021-10-20 16-52-59,2021-10-20 14-52-59,1,2.2,0.2,3858.75,597.498,11,1,5,1,41,3,2.92149,1,1,1,
2021-10-20 16-53-59,2021-10-20 14-53-59,1,1.8,0.1,3872.73,612.852,12,1,7,1,160,2,2.70083,1,1,1,
2021-10-20 16-55-00,2021-10-20 14-55-00,1,1.3,0.2,3872.76,613.882,12,1,8,1,30,2,2.06198,1,1,1,
2021-10-20 16-56-01,2021-10-20 14-56-01,1,1.2,0.3,3872.66,618.707,14,1,10,1,76,2,1.96364,1,1,1,
2021-10-20 16-57-02,2021-10-20 14-57-02,1,1.1,0.3,3877.71,625.693,14,1,11,1,232,2,2.18678,1,1,1,
2021-10-20 16-58-03,2021-10-20 14-58-03,1,1.1,0.2,3874.17,627.885,14,1,12,1,33,2,1.93719,1,1,1,
2021-10-20 16-59-04,2021-10-20 14-59-04,1,1.1,0.2,3483.8,495.409,14,4,8,1,17,2,1.91901,1,1,1,
2021-10-20 17-00-05,2021-10-20 15-00-05,1,1.2,0.4,3490.73,492.856,14,4,7,1,15,2,2.23306,1,1,1,
2021-10-20 17-01-06,2021-10-20 15-01-06,1,2.5,0.1,3540.16,528.83,15,4,5,1,81,3,4.14132,1,1,1,
2021-10-20 17-02-07,2021-10-20 15-02-07,1,2.5,0.2,3561.39,532.845,15,4,5,1,48,4,4.14628,1,1,1,
2021-10-20 17-03-08,2021-10-20 15-03-08,1,1.9,0.4,3613.76,484.195,15,4,5,1,41,2,2.61983,1,1,1,
2021-10-20 17-04-09,2021-10-20 15-04-09,1,1.2,0.2,3602.39,492.592,15,4,7,1,12,1,1.63802,1,1,1,
2021-10-20 17-05-09,2021-10-20 15-05-09,1,1.1,0.4,3604.45,490.461,16,4,7,1,43,2,1.78843,1,1,1,
2021-10-20 17-06-10,2021-10-20 15-06-10,1,1,0.3,3605.49,489.184,16,4,7,1,21,2,1.84876,1,1,1,
2021-10-20 17-07-11,2021-10-20 15-07-11,1,0.7,0.2,3604.68,486.89,16,4,7,1,40,1,0.909917,1,1,1,
2021-10-20 17-08-12,2021-10-20 15-08-12,1,1.2,0.4,3608.48,493.144,16,4,6,1,136,1,1.61901,1,1,1,
2021-10-20 17-09-13,2021-10-20 15-09-13,2,3.1,1,3686.12,657.637,17,4,8,2,1061,2,5.36612,1,1,1,
2021-10-20 17-10-14,2021-10-20 15-10-14,2,3.8,1.4,3795.38,764.912,19,4,14,2,1250,3,16.1058,1,1,1,
2021-10-20 17-11-15,2021-10-20 15-11-15,2,3.4,1.2,3806.6,788.64,19,4,17,2,222,3,3.47686,1,1,1,
2021-10-20 17-12-16,2021-10-20 15-12-16,2,3.5,1.3,3820.23,856.784,19,4,21,2,149,3,3.62645,1,1,1,
2021-10-20 17-13-17,2021-10-20 15-13-17,2,3.7,1.5,3842.16,873.961,19,4,20,2,159,4,6.12231,1,1,1,
2021-10-20 17-14-18,2021-10-20 15-14-18,2,3.9,1.2,3855.45,867.772,19,4,20,2,95,5,5.20744,1,1,1,
2021-10-20 17-15-19,2021-10-20 15-15-19,2,4.2,1.8,3865.06,715.288,20,4,14,2,298,5,7.42727,1,1,1,
2021-10-20 17-16-20,2021-10-20 15-16-20,2,2.7,0.8,3884.11,722.607,20,4,15,2,44,4,4.90909,1,1,1,
2021-10-20 17-17-21,2021-10-20 15-17-21,2,2.4,0.6,3887.29,703.657,20,4,11,2,39,4,4.0876,1,1,1,
2021-10-20 17-18-22,2021-10-20 15-18-22,2,2.2,0.6,3892.12,705.354,20,4,12,2,20,3,3.64132,1,1,1,
2021-10-20 17-19-23,2021-10-20 15-19-23,2,1.9,0.6,3893.48,710.438,20,4,12,2,14,3,3.05702,1,1,1,
2021-10-20 17-20-24,2021-10-20 15-20-24,2,2.5,0.6,3903.94,708.867,20,4,12,2,98,4,4.58264,1,1,1,
2021-10-20 17-21-25,2021-10-20 15-21-25,2,2.2,0.4,3875.65,607.955,20,4,8,2,40,3,3.84463,1,1,1,
2021-10-20 17-22-25,2021-10-20 15-22-25,2,2.3,0.5,3881.9,609.477,20,4,8,2,48,4,4.09174,1,1,1,
2021-10-20 17-23-26,2021-10-20 15-23-26,2,3,0.2,3884.21,604.258,20,4,8,2,72,4,4.94959,1,1,1,
2021-10-20 17-24-27,2021-10-20 15-24-27,2,2.3,0.4,3884.39,599.14,20,4,8,2,49,3,3.80083,1,1,1,
2021-10-20 17-25-28,2021-10-20 15-25-28,2,1.8,0.2,3886.66,601.71,20,4,8,1,26,3,3.32231,2,2,2,
2021-10-20 17-26-29,2021-10-20 15-26-29,2,2.1,0.5,3896.6,609.628,20,4,8,1,147,4,4.54215,2,2,2,
2021-10-20 17-27-30,2021-10-20 15-27-30,2,2.8,0.4,3897.34,602.247,20,4,8,1,70,5,5.54545,2,2,2,
2021-10-20 17-28-31,2021-10-20 15-28-31,2,2.3,0.4,3896.13,592.344,20,4,8,1,46,4,4.80826,2,2,2,
2021-10-20 17-29-32,2021-10-20 15-29-32,2,2.2,0.3,3898.35,598.289,20,4,6,1,34,4,3.92645,2,2,2,
2021-10-20 17-30-33,2021-10-20 15-30-33,2,2.3,0.1,3899.3,596.563,20,4,5,1,21,4,3.9405,2,2,2,
2021-10-20 17-31-34,2021-10-20 15-31-34,2,3.6,0.4,3901.76,601.681,20,4,5,1,144,4,5.82397,2,2,2,
2021-10-20 17-32-35,2021-10-20 15-32-35,2,3.3,0.3,3901.77,586.787,20,4,5,1,44,4,5.3,2,2,2,
2021-10-20 17-33-36,2021-10-20 15-33-36,2,2.9,0.3,3902.52,587.984,20,4,5,1,84,3,4.27521,2,2,2,
2021-10-20 17-34-37,2021-10-20 15-34-37,2,2.8,0.4,3902.86,584.885,20,4,5,1,20,4,4.27769,2,2,2,
2021-10-20 17-35-38,2021-10-20 15-35-38,2,2.4,0.4,3902.87,586.974,10,4,5,1,15,3,3.62314,2,2,2,
2021-10-20 17-36-39,2021-10-20 15-36-39,2,2.3,0.4,3916.48,612.74,10,4,6,2,26,3,3.0124,1,1,1,
2021-10-20 17-37-40,2021-10-20 15-37-40,2,3.6,0.9,3922.43,740.015,10,4,11,2,117,4,4.83058,1,1,1,
2021-10-20 17-38-41,2021-10-20 15-38-41,2,3.6,0.9,3923.65,761.728,10,4,11,2,100,5,5.9562,1,1,1,
2021-10-20 17-39-42,2021-10-20 15-39-42,2,3.5,0.8,3925.05,759.057,10,4,11,2,147,4,6.21074,1,1,1,
2021-10-20 17-40-43,2021-10-20 15-40-43,2,3.4,0.7,3925.8,743.061,10,4,11,2,47,5,5.58264,1,1,1,
2021-10-20 17-41-44,2021-10-20 15-41-44,2,2.9,0.6,3919.31,702.143,10,4,11,2,43,4,4.91322,1,1,1,
2021-10-20 17-42-44,2021-10-20 15-42-44,2,2.7,0.5,3920.89,637.59,10,4,7,2,23,4,4.20992,1,1,1,
2021-10-20 17-43-45,2021-10-20 15-43-45,2,3.1,0.4,3921.54,639.747,10,4,7,2,51,4,3.94793,1,1,1,
2021-10-20 17-44-46,2021-10-20 15-44-46,2,2.9,0.4,3916.24,640.113,10,4,7,2,21,4,3.8405,1,1,1,
2021-10-20 17-45-47,2021-10-20 15-45-47,2,3,0.3,3916.73,645.033,10,4,7,2,27,4,4.12893,1,1,1,
2021-10-20 17-46-48,2021-10-20 15-46-48,2,3.6,0.4,3924.43,657.751,10,4,7,2,48,4,4.68843,1,1,1,
2021-10-20 17-47-49,2021-10-20 15-47-49,2,3.5,0.3,3922.55,662.512,10,4,7,2,19,5,4.99835,1,1,1,
2021-10-20 17-48-50,2021-10-20 15-48-50,2,3.5,0.6,3922.61,648.633,10,4,7,2,20,5,4.85124,1,1,1,
2021-10-20 17-49-51,2021-10-20 15-49-51,2,3.3,0.4,3924.27,656.929,10,4,6,2,24,4,4.51653,1,1,1,
2021-10-20 17-50-52,2021-10-20 15-50-52,2,3.5,0.3,3924.28,653.88,10,4,6,2,22,4,4.32645,1,1,1,
2021-10-20 17-51-53,2021-10-20 15-51-53,2,3.6,0.7,3922.83,665.85,10,4,7,2,34,4,4.39504,1,1,1,
2021-10-20 17-52-54,2021-10-20 15-52-54,2,3.1,0.5,3919.55,657.18,10,4,7,1,193,4,4.39587,2,2,2,
2021-10-20 17-53-55,2021-10-20 15-53-55,2,9.5,0.7,3928.75,651.081,10,4,7,1,5947,9,1992.46,2,2,2,
2021-10-20 17-54-56,2021-10-20 15-54-56,2,13.9,0.4,3925.96,660.395,11,4,7,1,53057,5947,13897.8,2,2,2,
2021-10-20 17-55-57,2021-10-20 15-55-57,2,2.2,0.3,3923.3,661.627,11,4,7,1,34,3,4.08512,2,2,2,
2021-10-20 17-56-58,2021-10-20 15-56-58,2,2.1,0.4,3924.98,665.828,12,4,7,1,251,3,3.87769,2,2,2,
2021-10-20 17-57-59,2021-10-20 15-57-59,2,2.3,0.4,3930.62,660.449,12,4,6,1,37,3,3.86446,2,2,2,
