Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-26 23-13-57,2021-10-26 21-13-57,2,3,0.2,1210.14,462.251,9,4,8,2,36,4,3.71405,1,1,1,
2021-10-26 23-14-58,2021-10-26 21-14-58,2,2.4,0.2,1300.92,491.531,11,4,9,2,154,4,4.00909,1,1,1,
2021-10-26 23-15-59,2021-10-26 21-15-59,2,2.5,0.2,1324.25,509.356,11,4,9,2,50,4,4.01736,1,1,1,
2021-10-26 23-17-00,2021-10-26 21-17-00,2,2.7,0.3,1584.59,582.047,24,4,10,2,1038,4,5.70413,1,1,1,
2021-10-26 23-18-01,2021-10-26 21-18-01,2,3.1,0.7,1740.07,643.417,25,4,13,2,204,5,6.67603,1,1,1,
2021-10-26 23-19-02,2021-10-26 21-19-02,2,3.1,0.1,1783.98,574.667,27,4,10,2,98,5,6.26281,1,1,1,
2021-10-26 23-20-03,2021-10-26 21-20-03,2,3,0.2,1785.58,566.206,27,4,8,2,131,4,4.55702,1,1,1,
2021-10-26 23-21-04,2021-10-26 21-21-04,2,3.4,0.3,1786.12,569.809,27,4,8,2,50,4,4.7157,1,1,1,
2021-10-26 23-22-05,2021-10-26 21-22-05,2,2.7,0.2,1783.96,573.307,27,4,10,2,33,4,4.46694,1,1,1,
2021-10-26 23-23-06,2021-10-26 21-23-06,2,2.5,1.6,1787.75,578.463,29,4,11,2,103,4,4.43306,1,1,1,
2021-10-26 23-24-06,2021-10-26 21-24-06,2,2.5,0.6,1829.63,667.364,29,4,15,2,34,4,4.27603,1,1,1,
2021-10-26 23-25-07,2021-10-26 21-25-07,2,2.3,0.4,1827.11,675.195,30,4,15,2,40,4,4.12893,1,1,1,
2021-10-26 23-26-08,2021-10-26 21-26-08,2,2.3,0.5,1876.23,676.641,30,4,15,2,101,4,4.3438,1,1,1,
2021-10-26 23-27-09,2021-10-26 21-27-09,2,2.4,0.7,2030.72,707.846,31,4,17,2,36,4,4.14215,1,1,1,
2021-10-26 23-28-10,2021-10-26 21-28-10,2,2.6,1.8,2037.52,723.417,32,4,16,2,39,4,3.99008,1,1,1,
2021-10-26 23-29-11,2021-10-26 21-29-11,2,2.9,0.6,2306.64,695.138,32,4,16,2,46,4,4.1124,1,1,1,
2021-10-26 23-30-12,2021-10-26 21-30-12,2,3.3,1.4,2337.3,759.02,32,4,18,2,161,4,4.09174,1,1,1,
2021-10-26 23-31-13,2021-10-26 21-31-13,2,3.5,1.1,2377.46,759.539,32,4,18,2,51,3,3.85537,1,1,1,
2021-10-26 23-32-14,2021-10-26 21-32-14,2,3.9,1.2,2387.04,784.798,34,4,21,2,117,4,4.10826,1,1,1,
2021-10-26 23-33-15,2021-10-26 21-33-15,2,4.2,2.3,2392.65,723.956,34,4,16,2,99,5,6.33554,1,1,1,
2021-10-26 23-34-16,2021-10-26 21-34-16,2,3.7,1,2394.38,719.859,34,4,15,2,57,5,5.90413,1,1,1,
2021-10-26 23-35-17,2021-10-26 21-35-17,2,4.2,1,2389.73,681.463,34,4,13,2,143,6,9.02975,1,1,1,
2021-10-26 23-36-18,2021-10-26 21-36-18,2,4.6,1.2,2453.18,738.905,34,4,14,2,96,7,10.0901,1,1,1,
2021-10-26 23-37-19,2021-10-26 21-37-19,2,5,1,2568.56,705.644,34,4,12,2,173,7,10.0397,1,1,1,
2021-10-26 23-38-20,2021-10-26 21-38-20,2,4.4,1,2563,663.079,34,4,12,2,38,6,7.51653,1,1,1,
2021-10-26 23-39-21,2021-10-26 21-39-21,2,4.3,1,2570.21,679.674,34,4,12,2,47,6,6.57438,1,1,1,
2021-10-26 23-40-22,2021-10-26 21-40-22,2,4.1,1.1,2568.54,687.899,34,4,13,2,44,5,5.71405,1,1,1,
2021-10-26 23-41-23,2021-10-26 21-41-23,2,3.7,1,2568.98,709.988,34,4,14,2,660,4,4.91653,1,1,1,
2021-10-26 23-42-24,2021-10-26 21-42-24,2,3.2,1.1,2567.84,694.431,34,4,14,2,46,3,3.55868,1,1,1,
2021-10-26 23-43-25,2021-10-26 21-43-25,2,2.4,0.3,2426.11,573.173,34,4,10,2,17,3,3.52975,1,1,1,
2021-10-26 23-44-26,2021-10-26 21-44-26,2,2.3,0.4,2435.05,555.353,34,4,9,2,48,4,3.72562,1,1,1,
2021-10-26 23-45-26,2021-10-26 21-45-26,2,2.3,0.2,2438.3,565.643,34,4,10,2,95,4,3.86116,1,1,1,
2021-10-26 23-46-27,2021-10-26 21-46-27,2,2.6,0.1,2456.31,579.494,34,4,11,2,202,6,6.39008,1,1,1,
2021-10-26 23-47-28,2021-10-26 21-47-28,2,2.8,0.2,2462.17,578.807,34,4,10,2,47,6,6.80992,1,1,1,
2021-10-26 23-48-29,2021-10-26 21-48-29,2,2.8,0.5,2475.92,639.326,35,4,12,2,38,5,5.72893,1,1,1,
2021-10-26 23-49-30,2021-10-26 21-49-30,2,2.4,0.5,2475.4,636.18,35,4,13,2,32,5,4.97438,1,1,1,
2021-10-26 23-50-31,2021-10-26 21-50-31,2,2.3,2.9,2488.01,664.598,36,4,14,2,41,4,4.20661,1,1,1,
2021-10-26 23-51-32,2021-10-26 21-51-32,2,2.7,0.8,2533.2,763.015,36,4,16,2,48,4,4.29008,1,1,1,
2021-10-26 23-52-33,2021-10-26 21-52-33,2,2.9,0.9,2526.02,783.037,36,4,16,2,89,4,4.09752,1,1,1,
2021-10-26 23-53-34,2021-10-26 21-53-34,2,2.8,1,2525.93,779.687,36,4,15,2,14,4,3.89091,1,1,1,
2021-10-26 23-54-35,2021-10-26 21-54-35,2,3.4,1.3,3153.04,1002.6,37,4,23,2,196,4,4.83223,1,1,1,
2021-10-26 23-55-36,2021-10-26 21-55-36,2,3.3,1.2,3128.72,924.339,37,4,19,2,34,4,4.25124,1,1,1,
2021-10-26 23-56-37,2021-10-26 21-56-37,2,3.6,1.1,3139.46,967.42,37,4,21,2,43,4,4.54711,1,1,1,
2021-10-26 23-57-39,2021-10-26 21-57-39,2,4.3,1.3,6568.7,1120.04,37,4,26,2,160,4,4.83554,1,1,1,
2021-10-26 23-58-40,2021-10-26 21-58-40,2,4.2,1.3,4385.02,1311.67,37,4,29,2,122,4,4.91653,1,1,1,
2021-10-26 23-59-41,2021-10-26 21-59-41,2,4.4,1.4,4441.95,1291.67,39,4,23,2,222,4,5.18926,1,1,1,
2021-10-27 00-00-42,2021-10-26 22-00-42,2,4.3,1.2,4501.73,1357.67,39,4,24,2,592,5,6.52314,1,1,1,
2021-10-27 00-01-43,2021-10-26 22-01-43,2,6.1,1.5,4791.59,1373.2,45,4,26,2,514,5,9.03471,1,1,1,
2021-10-27 00-02-43,2021-10-26 22-02-43,2,4.4,1.5,4796.57,1341.84,45,4,22,2,37,5,5.55868,1,1,1,
2021-10-27 00-03-44,2021-10-26 22-03-44,2,4.2,1.3,4778.03,1225.66,45,4,21,2,38,5,5.50661,1,1,1,
2021-10-27 00-04-45,2021-10-26 22-04-45,2,4.3,1.3,4761.36,1111.24,45,4,21,2,101,4,5.02893,1,1,1,
2021-10-27 00-05-46,2021-10-26 22-05-46,2,3.5,1.2,4728.37,959.435,45,4,16,2,29,4,3.99504,1,1,1,
2021-10-27 00-06-47,2021-10-26 22-06-47,2,3.1,1,4444.51,873.227,45,4,14,1,107,3,3.33306,2,2,2,
2021-10-27 00-07-48,2021-10-26 22-07-48,2,2.9,1.3,4444.37,873.136,45,4,14,1,22,3,3.02231,2,2,2,
