Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-22 01-45-25,2021-10-21 23-45-25,3,2.5,0.6,2017.84,621.579,14,4,23,3,38,6,6.03967,1,1,1,
2021-10-22 01-46-26,2021-10-21 23-46-26,3,2.9,0.8,2012.78,673.424,15,4,25,3,206,6,6.73884,1,1,1,
2021-10-22 01-47-27,2021-10-21 23-47-27,3,3.1,0.6,2026.87,616.424,15,4,21,3,1321,7,8.93471,1,1,1,
2021-10-22 01-48-28,2021-10-21 23-48-28,3,4,0.9,2234.44,720.686,16,4,26,3,146,11,12.4777,1,1,1,
2021-10-22 01-49-29,2021-10-21 23-49-29,3,3.4,0.9,2232.48,725.813,17,4,25,3,93,9,9.25207,1,1,1,
2021-10-22 01-50-30,2021-10-21 23-50-30,3,3.5,0.9,2326.35,778.536,17,4,23,3,29,9,9.02397,1,1,1,
2021-10-22 01-51-31,2021-10-21 23-51-31,3,4.6,1.3,2333.34,837.79,17,4,21,3,85,10,11.4124,1,1,1,
2021-10-22 01-52-32,2021-10-21 23-52-32,3,5.4,1.1,2394.45,913.616,17,4,20,3,138,12,13.9612,1,1,1,
2021-10-22 01-53-33,2021-10-21 23-53-33,3,6.1,1.5,2466.41,754.863,17,4,12,3,46,12,12.6901,1,1,1,
2021-10-22 01-54-34,2021-10-21 23-54-34,3,7.9,0.9,2462.58,711.208,17,4,9,3,45,11,12.314,1,1,1,
2021-10-22 01-55-35,2021-10-21 23-55-35,3,8.7,0.5,2464.08,697.506,17,4,8,3,89,11,11.8802,1,1,1,
2021-10-22 01-56-36,2021-10-21 23-56-36,3,7.6,0.5,2461.09,695.797,17,4,10,3,48,9,10.0207,1,1,1,
2021-10-22 01-57-37,2021-10-21 23-57-37,3,6,0.8,2464.93,700.666,17,4,12,3,100,9,9.37686,1,1,1,
2021-10-22 01-58-38,2021-10-21 23-58-38,3,5.5,1.1,2465.14,708.881,17,4,13,3,79,10,10.7851,1,1,1,
2021-10-22 01-59-39,2021-10-21 23-59-39,3,5.4,0.7,2460.32,714.116,17,4,14,3,46,10,10.1041,1,1,1,
2021-10-22 02-00-40,2021-10-22 00-00-40,3,4.7,0.8,2460.64,720.973,18,4,15,3,35,9,9.35372,1,1,1,
2021-10-22 02-01-41,2021-10-22 00-01-41,3,5.5,1,2464.36,725.384,19,4,14,3,300,10,11.8091,1,1,1,
2021-10-22 02-02-42,2021-10-22 00-02-42,3,5.7,1,2464.39,720.812,19,4,13,2,93,11,11.7008,2,2,1,
2021-10-22 02-03-43,2021-10-22 00-03-43,3,5.1,0.9,2464.69,707.572,19,4,11,2,46,10,10.0215,2,2,1,
2021-10-22 02-04-44,2021-10-22 00-04-44,3,5,0.7,2458.96,708.791,19,4,10,2,102,9,9.45124,2,2,1,
2021-10-22 02-05-45,2021-10-22 00-05-45,3,3.9,0.9,2462.07,717.156,19,4,13,2,50,7,7.67438,2,2,1,
2021-10-22 02-06-46,2021-10-22 00-06-46,3,3.9,1.2,2467.62,719.12,19,4,13,2,47,8,8.03223,2,2,1,
2021-10-22 02-07-47,2021-10-22 00-07-47,3,4.2,1.3,2466.28,724.879,19,4,13,2,135,9,9.34298,2,2,1,
2021-10-22 02-08-48,2021-10-22 00-08-48,3,3.9,0.9,2467.86,727.721,19,4,14,2,35,9,8.92562,2,2,1,
2021-10-22 02-09-49,2021-10-22 00-09-49,3,3.5,0.6,2449.17,604.329,19,4,11,1,249,9,9.18017,3,3,3,
2021-10-22 02-10-49,2021-10-22 00-10-49,3,3.1,0.6,2449.17,592.149,19,4,8,1,93,7,7.44628,3,3,3,
2021-10-22 02-11-50,2021-10-22 00-11-50,3,3.3,0.9,2449.17,595.765,19,4,8,1,25,6,6.6595,3,3,3,
2021-10-22 02-12-51,2021-10-22 00-12-51,3,3.6,0.5,2449.17,588.438,19,4,5,1,22,6,6.47851,3,3,3,
2021-10-22 02-13-52,2021-10-22 00-13-52,3,4.6,0.3,2456.17,588.643,19,4,4,1,18,6,6.31736,3,3,3,
2021-10-22 02-14-53,2021-10-22 00-14-53,3,5.7,0.3,2456.18,588.043,19,4,3,1,39,7,7.06694,3,3,3,
2021-10-22 02-15-55,2021-10-22 00-15-55,3,6.5,0.5,2456.91,589.958,19,4,3,1,150,7,7.45124,3,3,3,
2021-10-22 02-16-55,2021-10-22 00-16-55,3,7.3,0.6,2455.92,596.857,19,4,3,1,184,8,9.09504,3,3,3,
2021-10-22 02-17-56,2021-10-22 00-17-56,3,7.5,0.5,2457.2,598.173,19,4,3,1,49,8,9.02231,3,3,3,
2021-10-22 02-18-57,2021-10-22 00-18-57,3,8.1,0.6,2457.18,593.217,19,4,3,1,127,9,9.57934,3,3,3,
2021-10-22 02-19-58,2021-10-22 00-19-58,3,7.4,0.5,2457.18,590.622,15,4,3,1,146,8,8.48926,3,3,3,
2021-10-22 02-20-59,2021-10-22 00-20-59,3,8.2,0.4,2458.5,592.95,15,4,3,1,32,9,9.58843,3,3,3,
2021-10-22 02-22-00,2021-10-22 00-22-00,3,6.9,0.4,2454.69,565.263,14,4,4,2,348,7,8.01405,2,2,1,
2021-10-22 02-23-01,2021-10-22 00-23-01,3,6.3,2.5,2458.56,589.249,15,4,7,2,113,6,6.66942,2,2,1,
2021-10-22 02-24-02,2021-10-22 00-24-02,3,4.9,0.3,2458.04,587.964,15,4,7,2,40,7,7.20661,2,2,1,
2021-10-22 02-25-03,2021-10-22 00-25-03,3,4.9,0.3,2458.29,591.94,15,4,7,2,49,7,7.14711,2,2,1,
2021-10-22 02-26-04,2021-10-22 00-26-04,3,5.8,0.4,2458.27,596.136,16,4,8,3,43,8,7.83306,1,1,1,
2021-10-22 02-27-05,2021-10-22 00-27-05,3,5.9,0.8,2578.26,608.068,16,4,12,3,37,8,8.79587,1,1,1,
2021-10-22 02-28-06,2021-10-22 00-28-06,3,4.6,0.8,2471.5,606.552,16,4,11,2,37,7,7.65372,2,2,1,
2021-10-22 02-29-07,2021-10-22 00-29-07,3,3.5,0.7,2479.23,595.544,16,4,12,2,41,6,6.57851,2,2,1,
2021-10-22 02-30-08,2021-10-22 00-30-08,3,3.4,0.8,2488.23,606.817,17,4,12,2,33,6,6.52066,2,2,1,
2021-10-22 02-31-09,2021-10-22 00-31-09,3,3.4,0.8,2490.68,612.774,17,4,13,2,42,7,6.79917,2,2,1,
2021-10-22 02-32-10,2021-10-22 00-32-10,3,3.1,0.7,2492.68,610.197,21,4,11,1,36,6,6.42645,3,3,3,
2021-10-22 02-33-11,2021-10-22 00-33-11,3,2.5,0.1,2493.68,592.923,21,4,7,1,24,6,5.94298,3,3,3,
2021-10-22 02-34-12,2021-10-22 00-34-12,3,3.1,0.5,2495.57,590.329,21,4,6,1,14,6,6.25372,3,3,3,
2021-10-22 02-35-13,2021-10-22 00-35-13,3,3.5,0.6,2498.55,584.579,21,4,5,1,50,6,6.23719,3,3,3,
2021-10-22 02-36-14,2021-10-22 00-36-14,3,3.5,0.3,2498.71,594.731,21,4,4,1,31,6,6.04793,3,3,3,
2021-10-22 02-37-15,2021-10-22 00-37-15,3,6.2,0.1,2504.1,591.695,21,4,1,1,24,6,6.13884,3,3,3,
2021-10-22 02-38-16,2021-10-22 00-38-16,3,11.8,0.3,2504.11,590.18,21,4,1,1,12,6,5.90331,3,3,3,
2021-10-22 02-39-17,2021-10-22 00-39-17,3,15.1,0.6,2507.97,593.397,22,4,1,1,31,7,7.19669,3,3,3,
2021-10-22 02-40-18,2021-10-22 00-40-18,3,18.4,0.2,2506.54,602.363,22,4,1,1,42,9,8.92479,3,3,3,
2021-10-22 02-41-19,2021-10-22 00-41-19,3,18.6,0.3,2507.07,602.952,22,4,1,1,29,9,8.87769,3,3,3,
2021-10-22 02-42-20,2021-10-22 00-42-20,3,19.4,0.4,2508.64,610.784,16,4,1,1,41,9,9.22397,3,3,3,
2021-10-22 02-43-21,2021-10-22 00-43-21,3,17,0.5,2507.45,609.782,16,4,1,1,26,8,8.19587,3,3,3,
2021-10-22 02-44-22,2021-10-22 00-44-22,3,14.6,0.9,2541.14,709.187,16,4,5,2,137,8,8.4686,2,2,1,
2021-10-22 02-45-23,2021-10-22 00-45-23,3,8.1,0.5,2543.03,716.86,16,4,5,2,42,8,8.44215,2,2,1,
2021-10-22 02-46-24,2021-10-22 00-46-24,3,7.9,0.9,2542.52,725.713,16,4,5,2,91,8,8.23223,2,2,1,
2021-10-22 02-47-25,2021-10-22 00-47-25,3,8.4,0.6,2548.71,717.692,16,4,5,2,41,8,8.55124,2,2,1,
2021-10-22 02-48-26,2021-10-22 00-48-26,3,7.7,0.6,2547.41,723.73,16,4,5,2,146,8,7.9157,2,2,1,
2021-10-22 02-49-27,2021-10-22 00-49-27,3,7.4,1.4,2547.49,725.573,16,4,6,2,47,8,8.38264,2,2,1,
2021-10-22 02-50-28,2021-10-22 00-50-28,3,7.6,0.9,2544.36,735.954,16,4,6,2,27,8,8.56033,2,2,1,
2021-10-22 02-51-28,2021-10-22 00-51-28,3,7.2,0.9,2544.53,743.318,16,4,6,2,21,8,8.25785,2,2,1,
2021-10-22 02-52-29,2021-10-22 00-52-29,3,7,0.8,2543.26,747.024,16,4,6,2,21,8,8.10826,2,2,1,
2021-10-22 02-53-30,2021-10-22 00-53-30,3,7.1,0.7,2543.26,748.978,16,4,6,2,66,8,8.02562,2,2,1,
2021-10-22 02-54-31,2021-10-22 00-54-31,3,7.5,0.9,2545.68,748.891,12,4,6,2,50,8,8.82975,2,2,1,
2021-10-22 02-55-32,2021-10-22 00-55-32,3,7.7,0.9,2553.77,742.686,12,4,6,2,30,9,9.42727,2,2,1,
2021-10-22 02-56-33,2021-10-22 00-56-33,3,7.4,0.7,2552.13,742.542,12,4,6,2,27,8,8.68512,2,2,1,
2021-10-22 02-57-34,2021-10-22 00-57-34,3,7.2,0.8,2553.59,749.901,11,4,6,2,126,8,8.04545,2,2,1,
2021-10-22 02-58-35,2021-10-22 00-58-35,3,6.8,0.9,2553.59,752.086,11,4,6,2,15,7,7.54793,2,2,1,
2021-10-22 02-59-36,2021-10-22 00-59-36,3,6.8,0.8,2553.6,757.281,11,4,6,2,48,7,7.52645,2,2,1,
2021-10-22 03-00-37,2021-10-22 01-00-37,3,4.9,0.9,2559.57,753.982,11,4,5,1,41,6,6.46612,3,3,3,
2021-10-22 03-01-38,2021-10-22 01-01-38,3,4.7,0.5,2559.57,751.694,11,4,5,1,16,6,6.19008,3,3,3,
2021-10-22 03-02-39,2021-10-22 01-02-39,3,5.2,0.7,2560.7,755.003,11,4,5,1,46,7,6.97107,3,3,3,
2021-10-22 03-03-40,2021-10-22 01-03-40,3,5.7,0.7,2559.71,750.928,11,4,5,1,29,8,8.05785,3,3,3,
2021-10-22 03-04-41,2021-10-22 01-04-41,3,4.9,0.7,2559.73,754.87,11,4,5,1,23,6,6.30909,3,3,3,
2021-10-22 03-05-42,2021-10-22 01-05-42,3,11.6,0.2,2541.49,641.558,11,4,2,1,28,6,6.25372,3,3,3,
2021-10-22 03-06-43,2021-10-22 01-06-43,3,7.6,0.4,2541.72,643.405,11,4,2,1,40,6,6.35868,3,3,3,
2021-10-22 03-07-44,2021-10-22 01-07-44,3,9.4,0.5,2543.07,660.86,11,4,4,2,45,7,7.64132,2,2,1,
2021-10-22 03-08-45,2021-10-22 01-08-45,3,7.5,0.5,2545.91,656.103,11,4,4,2,23,7,7.04959,2,2,1,
2021-10-22 03-09-46,2021-10-22 01-09-46,3,7.1,0.9,2575.91,742.14,11,4,7,2,46,7,7.4124,2,2,1,
2021-10-22 03-10-47,2021-10-22 01-10-47,3,5.4,1.1,2573.22,743.389,11,4,10,2,28,7,7.13719,2,2,1,
2021-10-22 03-11-48,2021-10-22 01-11-48,3,4.7,1.2,2594.46,763.401,12,4,12,2,96,7,7.21157,2,2,1,
2021-10-22 03-12-49,2021-10-22 01-12-49,3,4.9,1.1,2595.6,814.691,13,4,15,2,216,8,8.17769,2,2,1,
2021-10-22 03-13-50,2021-10-22 01-13-50,3,4.7,1.2,2599.32,815.316,13,4,15,2,43,8,8.38182,2,2,1,
2021-10-22 03-14-51,2021-10-22 01-14-51,3,4.7,1.1,2596.66,816.898,13,4,14,2,47,8,8.1876,2,2,1,
2021-10-22 03-15-52,2021-10-22 01-15-52,3,5.4,0.9,2566.39,718.396,13,4,9,2,143,8,8.64876,2,2,1,
2021-10-22 03-16-53,2021-10-22 01-16-53,3,7.1,1,2572.23,741.671,14,4,6,2,1278,9,11.7488,2,2,1,
2021-10-22 03-17-54,2021-10-22 01-17-54,3,8.9,0.9,2571.44,734.084,14,4,5,2,85,9,10.0785,2,2,1,
2021-10-22 03-18-55,2021-10-22 01-18-55,3,8.1,0.7,2568,733.354,14,4,5,2,26,9,8.87273,2,2,1,
2021-10-22 03-19-56,2021-10-22 01-19-56,3,9.4,0.8,2565.82,734.541,14,4,5,2,39,10,10.3645,2,2,1,
2021-10-22 03-20-57,2021-10-22 01-20-57,3,9.7,0.8,2568.65,738.447,14,4,5,2,45,10,10.5521,2,2,1,
2021-10-22 03-21-58,2021-10-22 01-21-58,3,8.5,0.6,2565.62,731.649,14,4,5,2,26,9,9.04545,2,2,1,
2021-10-22 03-22-59,2021-10-22 01-22-59,3,8.3,0.8,2565.59,729.088,13,4,5,2,91,9,8.93141,2,2,1,
2021-10-22 03-24-00,2021-10-22 01-24-00,3,8.3,0.8,2564.2,731.237,13,4,5,2,18,9,8.71405,2,2,1,
2021-10-22 03-25-01,2021-10-22 01-25-01,3,8.1,0.5,2565.86,737.152,13,4,5,2,25,8,8.56612,2,2,1,
2021-10-22 03-26-01,2021-10-22 01-26-01,3,8.1,0.6,2565.87,734.566,13,4,5,2,27,8,8.57934,2,2,1,
2021-10-22 03-27-02,2021-10-22 01-27-02,3,7.9,0.8,2564.05,740.456,13,4,5,2,51,8,8.3686,2,2,1,
2021-10-22 03-28-04,2021-10-22 01-28-04,3,8.4,0.8,2590.06,743.963,12,4,5,2,93,8,8.55702,2,2,1,
2021-10-22 03-29-05,2021-10-22 01-29-05,3,8.6,0.7,2586.41,751.4,12,4,6,3,43,8,8.52562,1,1,1,
2021-10-22 03-30-05,2021-10-22 01-30-05,3,7.1,1,2588.62,765.209,12,4,9,3,36,8,8.5281,1,1,1,
2021-10-22 03-31-06,2021-10-22 01-31-06,3,6.5,1.2,2579.86,763.839,12,4,10,3,356,8,8.83719,1,1,1,
2021-10-22 03-32-07,2021-10-22 01-32-07,3,5.6,1.1,2583.52,763.732,13,4,11,3,38,8,8.65785,1,1,1,
2021-10-22 03-33-08,2021-10-22 01-33-08,3,4.9,1,2461.3,768.477,13,4,13,3,34,8,7.91405,1,1,1,
2021-10-22 03-34-09,2021-10-22 01-34-09,3,4.4,1,2484.43,775.369,13,4,15,3,25,8,8.10744,1,1,1,
2021-10-22 03-35-10,2021-10-22 01-35-10,2,4.1,1.1,2486.3,713.068,13,4,13,2,29,7,7.62893,1,1,1,
