Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-26 17-30-06,2021-10-26 15-30-06,2,2.9,0.8,2469.33,770.048,18,4,15,2,40,4,4.76116,1,1,1,
2021-10-26 17-31-07,2021-10-26 15-31-07,2,3.1,0.9,2836.51,858.808,20,4,17,2,129,4,4.8562,1,1,1,
2021-10-26 17-32-08,2021-10-26 15-32-08,2,3.1,1,2833.43,882.81,20,4,17,2,509,4,4.96694,1,1,1,
2021-10-26 17-33-09,2021-10-26 15-33-09,2,2.9,0.5,2820.71,806.341,20,4,14,2,19,4,4.60083,1,1,1,
2021-10-26 17-34-10,2021-10-26 15-34-10,2,2.9,0.6,2833.58,796.478,20,4,11,2,39,4,4.7438,1,1,1,
2021-10-26 17-35-11,2021-10-26 15-35-11,2,3,0.7,2847.34,797.844,20,4,11,2,37,4,4.69504,1,1,1,
2021-10-26 17-36-12,2021-10-26 15-36-12,2,3.3,0.4,2831.35,744.649,20,4,10,2,174,5,5.0405,1,1,1,
2021-10-26 17-37-13,2021-10-26 15-37-13,2,3.1,0.3,2828.45,750.862,20,4,10,2,24,5,4.85537,1,1,1,
2021-10-26 17-38-14,2021-10-26 15-38-14,2,3,0.6,2830.38,787.425,20,4,15,2,43,4,4.37025,1,1,1,
2021-10-26 17-39-15,2021-10-26 15-39-15,2,2.6,0.6,2830.91,790.796,20,4,15,2,354,4,4.40579,1,1,1,
2021-10-26 17-40-16,2021-10-26 15-40-16,2,2.6,0.3,2828.25,782.3,20,4,15,1,49,4,4.03884,2,2,2,
2021-10-26 17-41-17,2021-10-26 15-41-17,2,2.3,0.7,2827.58,780.347,20,4,16,2,192,4,4.06116,1,1,1,
2021-10-26 17-42-18,2021-10-26 15-42-18,2,2.5,0.6,2830.15,783.803,20,4,18,2,39,4,4.51736,1,1,1,
2021-10-26 17-43-19,2021-10-26 15-43-19,2,2.1,0.2,2796.72,646.31,20,4,14,2,35,4,4.37355,1,1,1,
2021-10-26 17-44-20,2021-10-26 15-44-20,2,2.1,0.7,2798.95,649.379,20,4,14,2,42,4,4.22645,1,1,1,
2021-10-26 17-45-21,2021-10-26 15-45-21,2,2.5,0.4,2704.08,655.227,22,4,15,2,65,4,4.74298,1,1,1,
2021-10-26 17-46-22,2021-10-26 15-46-22,2,2.2,0.4,2712.06,626.719,22,4,12,2,82,4,4.58264,1,1,1,
2021-10-26 17-47-23,2021-10-26 15-47-23,2,2.7,0.5,2737.2,648.613,22,4,13,2,116,4,5.36777,1,1,1,
2021-10-26 17-48-23,2021-10-26 15-48-23,2,2.8,0.4,2746.96,655.123,22,4,13,2,47,5,5.35372,1,1,1,
2021-10-26 17-49-24,2021-10-26 15-49-24,2,3.5,1.1,2794.65,767.638,22,4,16,2,204,5,6.33719,1,1,1,
2021-10-26 17-50-25,2021-10-26 15-50-25,2,3.5,0.6,2783.9,721.567,22,4,14,2,45,5,5.42397,1,1,1,
2021-10-26 17-51-26,2021-10-26 15-51-26,2,3.1,1,2780.41,741.187,22,4,15,2,115,5,5.26777,1,1,1,
2021-10-26 17-52-27,2021-10-26 15-52-27,2,3,0.4,2754.99,632.798,22,4,12,2,39,5,5.73719,1,1,1,
2021-10-26 17-53-28,2021-10-26 15-53-28,2,2.6,0.4,2745.55,583.864,22,4,10,2,35,5,5.30248,1,1,1,
2021-10-26 17-54-29,2021-10-26 15-54-29,2,2.5,0.5,2743.43,590.979,22,4,10,2,35,4,4.35289,1,1,1,
2021-10-26 17-55-30,2021-10-26 15-55-30,2,2.3,0.4,2742.16,596.786,22,4,10,2,48,4,4.16777,1,1,1,
2021-10-26 17-56-31,2021-10-26 15-56-31,2,2.5,0.5,2746.37,606.192,23,4,9,2,199,4,4.61736,1,1,1,
2021-10-26 17-57-32,2021-10-26 15-57-32,2,2.8,0.4,2743.96,603.283,23,4,9,2,34,5,4.69256,1,1,1,
2021-10-26 17-58-33,2021-10-26 15-58-33,2,3.3,0.4,2741.79,604.179,23,4,9,2,48,5,5.88926,1,1,1,
2021-10-26 17-59-49,2021-10-26 15-59-49,2,2.9,0.4,6994.73,590.995,23,4,8,2,98,4,4.9,1,1,1,
2021-10-26 18-00-50,2021-10-26 16-00-50,2,3.2,0.5,2653.09,598.145,23,4,8,2,33,4,4.70909,1,1,1,
2021-10-26 18-01-50,2021-10-26 16-01-50,2,3.4,0.6,2663.76,600.965,23,4,8,2,39,4,4.55537,1,1,1,
2021-10-26 18-02-51,2021-10-26 16-02-51,2,3.1,0.4,2665.67,610.459,23,4,8,2,29,4,4.40826,1,1,1,
2021-10-26 18-03-52,2021-10-26 16-03-52,2,3,0.3,2670.71,610.212,23,4,8,2,24,4,4.35537,1,1,1,
2021-10-26 18-04-53,2021-10-26 16-04-53,2,2.6,0.4,2667.63,617.981,23,4,10,2,50,4,4.36364,1,1,1,
2021-10-26 18-05-54,2021-10-26 16-05-54,2,2.7,0.4,2668.02,625.21,23,4,10,2,26,4,4.17686,1,1,1,
2021-10-26 18-06-55,2021-10-26 16-06-55,2,2.3,0.4,2677.15,636.713,24,4,11,2,23,4,4.16281,1,1,1,
2021-10-26 18-07-56,2021-10-26 16-07-56,2,2.4,0.4,2680.51,654.485,24,4,12,2,124,4,4.36281,1,1,1,
2021-10-26 18-08-57,2021-10-26 16-08-57,2,2.7,0.3,2694.19,664.05,24,4,12,2,34,4,4.74793,1,1,1,
2021-10-26 18-09-58,2021-10-26 16-09-58,2,3.3,0.6,2709.57,674.581,26,4,11,2,107,5,6.22066,1,1,1,
2021-10-26 18-10-59,2021-10-26 16-10-59,2,4.1,0.9,2782.18,743.177,26,4,12,2,90,6,6.71901,1,1,1,
2021-10-26 18-12-00,2021-10-26 16-12-00,2,4.1,1,2878.11,827.943,28,4,13,2,121,5,5.52727,1,1,1,
2021-10-26 18-13-01,2021-10-26 16-13-01,2,3.7,1.3,2983.4,946.464,28,4,17,2,151,4,4.81736,1,1,1,
2021-10-26 18-14-02,2021-10-26 16-14-02,2,3.4,1.1,3018.38,967.012,29,4,18,2,40,4,4.41818,1,1,1,
2021-10-26 18-15-03,2021-10-26 16-15-03,2,4.1,1.6,3442.44,1093.4,31,4,20,2,153,5,5.66446,1,1,1,
2021-10-26 18-16-04,2021-10-26 16-16-04,2,4.4,1.7,3443.54,1095.23,31,4,20,2,46,5,5.32314,1,1,1,
2021-10-26 18-17-05,2021-10-26 16-17-05,2,3.9,1.3,3429.49,970.147,31,4,16,2,103,4,4.84711,1,1,1,
2021-10-26 18-18-06,2021-10-26 16-18-06,2,4.9,2.4,3406.23,834.302,31,4,12,2,203,5,7.80909,1,1,1,
2021-10-26 18-19-07,2021-10-26 16-19-07,2,5.1,1.1,3429.53,864.754,31,4,11,2,1758,6,14.014,1,1,1,
2021-10-26 18-20-08,2021-10-26 16-20-08,2,4.2,1.2,3419.15,864.739,31,4,11,2,33,4,4.53719,1,1,1,
2021-10-26 18-21-09,2021-10-26 16-21-09,2,4.8,1.3,3467.16,998.629,31,4,15,2,128,4,5.05372,1,1,1,
2021-10-26 18-22-10,2021-10-26 16-22-10,2,4.2,1.6,3532.37,1017.41,31,4,18,2,46,4,4.52479,1,1,1,
2021-10-26 18-23-11,2021-10-26 16-23-11,2,4.3,1.5,3529.37,995.92,31,4,18,2,44,4,4.79256,1,1,1,
2021-10-26 18-24-12,2021-10-26 16-24-12,2,3.6,1.1,3353.78,829.437,31,4,15,2,24,4,4.39669,1,1,1,
2021-10-26 18-25-12,2021-10-26 16-25-12,2,3.3,1.1,3365.75,819.593,31,4,15,2,47,4,4.30083,1,1,1,
2021-10-26 18-26-13,2021-10-26 16-26-13,2,2.9,0.4,3336.51,661.406,31,4,10,2,29,4,4.27355,1,1,1,
2021-10-26 18-27-14,2021-10-26 16-27-14,2,3.4,0.9,3375.35,728.213,31,4,10,2,234,4,4.5719,1,1,1,
2021-10-26 18-28-15,2021-10-26 16-28-15,2,3.3,0.9,3372.64,729.49,31,4,9,2,25,4,4.3719,1,1,1,
2021-10-26 18-29-16,2021-10-26 16-29-16,2,3.1,0.9,3374.68,736.873,31,4,11,2,45,4,3.90909,1,1,1,
2021-10-26 18-30-17,2021-10-26 16-30-17,2,2.9,0.9,3367.77,737.126,31,4,12,2,19,4,3.75372,1,1,1,
2021-10-26 18-31-18,2021-10-26 16-31-18,2,2.9,0.7,3372.24,732.996,31,4,12,2,26,3,3.83802,1,1,1,
2021-10-26 18-32-19,2021-10-26 16-32-19,2,2.6,0.9,3356.29,695.646,31,4,11,1,30,3,3.4843,2,2,2,
2021-10-26 18-33-20,2021-10-26 16-33-20,2,2.9,0.9,3365.71,718.947,31,4,11,1,43,4,4.14959,2,2,2,
2021-10-26 18-34-21,2021-10-26 16-34-21,2,2.9,0.4,3159.95,561.489,31,4,7,1,41,5,5.71818,2,2,2,
2021-10-26 18-35-22,2021-10-26 16-35-22,2,3.2,0.5,3199.97,551.518,31,4,6,1,119,4,5.48017,2,2,2,
2021-10-26 18-36-23,2021-10-26 16-36-23,2,3.2,0.6,3208.92,546.376,31,4,5,1,47,4,5.12149,2,2,2,
2021-10-26 18-37-24,2021-10-26 16-37-24,2,3.6,0.5,3211.69,552.577,31,4,4,2,110,4,4.20496,1,1,1,
2021-10-26 18-38-25,2021-10-26 16-38-25,2,5.1,0.5,3227.51,560.592,31,4,5,2,61,4,4.59917,1,1,1,
2021-10-26 18-39-26,2021-10-26 16-39-26,2,3.9,0.5,3232.35,598.564,32,4,8,2,98,4,4.22231,1,1,1,
2021-10-26 18-40-27,2021-10-26 16-40-27,2,3.5,0.6,3242.57,613.622,32,4,8,2,1084,4,6.96694,1,1,1,
2021-10-26 18-41-28,2021-10-26 16-41-28,2,3.7,0.9,3250.46,618.809,32,4,9,2,113,4,4.84215,1,1,1,
2021-10-26 18-42-29,2021-10-26 16-42-29,2,3.6,0.6,3258.91,652.751,33,4,10,2,40,5,4.78843,1,1,1,
2021-10-26 18-43-30,2021-10-26 16-43-30,2,4.1,0.9,3263.02,677.965,34,4,11,2,69,5,6.21074,1,1,1,
2021-10-26 18-44-31,2021-10-26 16-44-31,2,4.3,0.9,3267.39,655.388,34,4,8,2,63,6,6.68017,1,1,1,
2021-10-26 18-45-32,2021-10-26 16-45-32,2,5.1,0.8,3272.48,646.96,34,4,7,2,113,6,7.25537,1,1,1,
2021-10-26 18-46-33,2021-10-26 16-46-33,2,4.8,1,3272.32,642.361,34,4,7,2,121,5,6.03058,1,1,1,
2021-10-26 18-47-33,2021-10-26 16-47-33,2,4.6,0.8,3272.35,634.253,34,4,7,2,39,6,6.38017,1,1,1,
2021-10-26 18-48-34,2021-10-26 16-48-34,2,4.6,0.6,3283.65,632.624,34,4,8,2,47,6,7.25124,1,1,1,
2021-10-26 18-49-35,2021-10-26 16-49-35,2,3.7,0.7,3285.94,636.654,34,4,9,2,35,5,5.1281,1,1,1,
2021-10-26 18-50-36,2021-10-26 16-50-36,2,2.2,0.5,3281.7,608.597,34,4,8,1,23,3,3.14959,2,2,2,
2021-10-26 18-51-37,2021-10-26 16-51-37,2,4.2,0.6,3281.62,597.892,35,4,7,2,96,6,6.52975,1,1,1,
2021-10-26 18-52-38,2021-10-26 16-52-38,2,5,0.4,3281.98,609.904,35,4,8,2,400,7,7.49917,1,1,1,
2021-10-26 18-53-39,2021-10-26 16-53-39,2,4.6,0.4,3282.43,611.419,35,4,7,2,30,6,6.33388,1,1,1,
2021-10-26 18-54-40,2021-10-26 16-54-40,2,5.3,0.5,3282.83,614.394,35,4,6,2,49,6,6.88926,1,1,1,
2021-10-26 18-55-41,2021-10-26 16-55-41,2,5,0.4,3284.29,604.552,35,4,5,2,118,5,5.16198,1,1,1,
2021-10-26 18-56-42,2021-10-26 16-56-42,2,3.8,0.5,2963.51,605.215,35,4,5,2,100,4,3.84711,1,1,1,
2021-10-26 18-57-43,2021-10-26 16-57-43,2,3.8,0.5,2975.52,614.538,35,4,5,2,49,4,3.73306,1,1,1,
2021-10-26 18-58-44,2021-10-26 16-58-44,1,2.5,0.3,2984.82,561.197,35,4,5,1,30,3,3.09421,1,1,1,
2021-10-26 18-59-45,2021-10-26 16-59-45,1,2,0.3,2987.52,561.577,35,4,5,1,49,3,2.3843,1,1,1,
2021-10-26 19-00-47,2021-10-26 17-00-47,1,1.2,0.2,8390.51,546.783,35,4,4,1,22,1,0.564463,1,1,1,
2021-10-26 19-01-48,2021-10-26 17-01-48,1,2.9,0.3,2988.75,536.631,35,4,3,1,45,3,2.92397,1,1,1,
2021-10-26 19-02-49,2021-10-26 17-02-49,1,3,0.3,2988.86,538.187,35,4,3,1,43,3,3.06777,1,1,1,
2021-10-26 19-03-50,2021-10-26 17-03-50,1,3,0.4,2992.88,538.466,35,4,3,1,12,3,3.00992,1,1,1,
2021-10-26 19-04-50,2021-10-26 17-04-50,1,3.1,0.3,2996.4,538.217,35,4,3,1,14,3,3.03719,1,1,1,
