Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-26 01-10-55,2021-10-25 23-10-55,2,5.7,3.4,1512.31,528.932,13,4,7,2,106,4,4.75785,1,1,1,
2021-10-26 01-11-56,2021-10-25 23-11-56,2,5.6,1.5,1520.6,545.778,13,4,7,2,46,4,4.95537,1,1,1,
2021-10-26 01-12-56,2021-10-25 23-12-56,2,6.4,3.2,1227.66,553.49,13,4,7,2,198,5,6.80496,1,1,1,
2021-10-26 01-13-56,2021-10-25 23-13-56,2,6.8,2.6,1230.43,549.581,13,4,7,2,171,5,6.3281,1,1,1,
2021-10-26 01-14-57,2021-10-25 23-14-57,2,6.3,1.6,1244.87,543.664,12,4,7,2,92,4,5.42231,1,1,1,
2021-10-26 01-15-57,2021-10-25 23-15-57,2,6.3,2.1,1266.01,572.991,12,4,7,2,479,3,4.32314,1,1,1,
2021-10-26 01-16-58,2021-10-25 23-16-58,2,6.2,2.1,1266.88,572.567,12,4,7,2,34,4,5.19752,1,1,1,
2021-10-26 01-17-58,2021-10-25 23-17-58,2,6.3,1.9,1239.36,560.016,12,4,7,2,42,3,4.14215,1,1,1,
2021-10-26 01-18-58,2021-10-25 23-18-58,2,6.2,2.7,1244.52,582.137,12,4,7,2,44,3,4.05372,1,1,1,
2021-10-26 01-19-59,2021-10-25 23-19-59,2,5,1.8,1270.29,577.796,12,4,7,1,159,3,3.78017,2,2,2,
2021-10-26 01-20-59,2021-10-25 23-20-59,2,4.4,1.5,1267.47,587.293,12,4,7,1,39,3,3.18512,2,2,2,
2021-10-26 01-21-59,2021-10-25 23-21-59,2,4.5,1.7,1273.68,588.004,12,4,7,1,90,3,3.3876,2,2,2,
2021-10-26 01-23-00,2021-10-25 23-23-00,2,4.8,1.9,1217.63,597.449,12,4,7,1,1474,3,4.84793,2,2,2,
2021-10-26 01-24-00,2021-10-25 23-24-00,2,5.5,2.3,1261.29,596.547,12,4,7,1,41,4,5.40909,2,2,2,
2021-10-26 01-25-00,2021-10-25 23-25-00,2,8.5,2.7,1333.49,415.475,12,4,3,1,88,6,8.30413,2,2,2,
2021-10-26 01-26-01,2021-10-25 23-26-01,2,8.6,3,1274.87,411.229,12,4,3,1,97,5,7.91901,2,2,2,
2021-10-26 01-27-01,2021-10-25 23-27-01,2,5.1,1.6,1284.71,410.965,12,4,3,1,49,3,3.67603,2,2,2,
2021-10-26 01-28-02,2021-10-25 23-28-02,2,4.7,1.7,1263.41,411.982,12,4,3,1,47,3,3.0124,2,2,2,
2021-10-26 01-29-02,2021-10-25 23-29-02,2,4.5,1.9,1263.13,410.869,12,4,3,1,36,2,2.76942,2,2,2,
2021-10-26 01-30-02,2021-10-25 23-30-02,2,4.8,3.5,1266.36,408.869,12,4,4,2,42,2,3.00165,1,1,1,
2021-10-26 01-31-03,2021-10-25 23-31-03,2,4.6,1.7,1280.8,410.064,12,4,6,1,44,2,3.22975,2,2,2,
2021-10-26 01-32-03,2021-10-25 23-32-03,2,3.3,1.9,1285.47,417.537,12,4,9,2,46,1,1.83802,1,1,1,
2021-10-26 01-33-04,2021-10-25 23-33-04,2,3.1,1.6,1282.52,429.705,13,4,12,2,14,1,1.1438,1,1,1,
2021-10-26 01-34-04,2021-10-25 23-34-04,2,3,1.2,1288.51,436.318,13,4,14,1,32,1,1.33306,2,2,2,
2021-10-26 01-35-04,2021-10-25 23-35-04,2,3.1,1.3,1295.8,450.484,14,4,17,2,21,1,1.29587,1,1,1,
2021-10-26 01-36-05,2021-10-25 23-36-05,2,3.1,1.7,1327.56,458.005,14,4,17,2,48,1,1.25868,1,1,1,
2021-10-26 01-37-05,2021-10-25 23-37-05,2,3.1,1.6,1339.34,461.965,14,4,18,2,35,1,1.38264,1,1,1,
2021-10-26 01-38-05,2021-10-25 23-38-05,2,3.5,2,1330.59,456.96,14,4,14,2,40,1,1.43471,1,1,1,
2021-10-26 01-39-06,2021-10-25 23-39-06,2,5,2.1,1345.34,570.834,15,4,13,2,102,3,6.10992,1,1,1,
2021-10-26 01-40-06,2021-10-25 23-40-06,2,5.5,2.1,1363.64,508.321,15,4,11,2,98,5,7.34132,1,1,1,
2021-10-26 01-41-06,2021-10-25 23-41-06,2,6.1,2,1365.21,489.29,16,4,9,2,716,5,7.47769,1,1,1,
2021-10-26 01-42-07,2021-10-25 23-42-07,2,4.6,1.8,1365.77,450.704,16,4,7,2,48,3,4.30579,1,1,1,
2021-10-26 01-43-07,2021-10-25 23-43-07,2,3.9,1.8,1350.15,455.65,17,4,6,2,35,2,2.48182,1,1,1,
2021-10-26 01-44-08,2021-10-25 23-44-08,2,4.1,2.3,1369.14,475.874,19,4,9,2,172,1,2.14545,1,1,1,
2021-10-26 01-45-08,2021-10-25 23-45-08,2,6.1,2.5,1369.12,550.704,19,4,10,2,208,4,5.62149,1,1,1,
2021-10-26 01-46-08,2021-10-25 23-46-08,2,5.5,2,1370.64,561.93,19,4,10,2,47,4,5.56777,1,1,1,
2021-10-26 01-47-09,2021-10-25 23-47-09,2,5.2,2.2,1370.03,519.013,19,4,10,2,48,5,6.13884,1,1,1,
2021-10-26 01-48-09,2021-10-25 23-48-09,2,6.2,2.4,1434.43,563.57,19,4,11,2,548,4,7.04132,1,1,1,
2021-10-26 01-49-09,2021-10-25 23-49-09,2,4.6,2.1,1435.07,517.35,19,4,7,2,46,3,3.61074,1,1,1,
2021-10-26 01-50-10,2021-10-25 23-50-10,2,4.5,2.3,1431.6,521.668,19,4,7,2,34,2,2.50165,1,1,1,
2021-10-26 01-51-10,2021-10-25 23-51-10,2,5,2.6,1448.15,529.202,21,4,8,2,164,2,3.08182,1,1,1,
2021-10-26 01-52-10,2021-10-25 23-52-10,2,5,1.7,1448.77,531.85,21,4,11,2,41,2,2.65537,1,1,1,
2021-10-26 01-53-11,2021-10-25 23-53-11,2,5.5,2.3,1424.76,525.785,21,4,11,2,1018,1,7.56694,1,1,1,
2021-10-26 01-54-11,2021-10-25 23-54-11,2,4.2,2.4,1419.46,531.01,21,4,11,2,37,1,2.01322,1,1,1,
2021-10-26 01-55-12,2021-10-25 23-55-12,2,4.6,2,1442.29,547.196,22,4,13,2,175,1,2.38347,1,1,1,
2021-10-26 01-56-12,2021-10-25 23-56-12,2,4.4,2,1457.87,548.001,23,4,14,2,33,2,2.54215,1,1,1,
2021-10-26 01-57-12,2021-10-25 23-57-12,2,4,1.7,1461.01,536.25,23,4,13,2,46,2,3.63223,1,1,1,
2021-10-26 01-58-16,2021-10-25 23-58-16,1,4.7,1.7,1444.18,508.13,24,4,10,1,147,2,4.18182,1,1,1,
2021-10-26 01-59-17,2021-10-25 23-59-17,1,3.5,1.8,1445.15,515.614,24,4,11,1,23,1,1.52645,1,1,1,
2021-10-26 02-00-17,2021-10-26 00-00-17,1,3.4,1.9,1456.66,501.683,24,4,11,1,33,1,1.46033,1,1,1,
2021-10-26 02-01-17,2021-10-26 00-01-17,1,3.8,1.7,1464.29,511.906,26,4,11,1,170,1,1.78678,1,1,1,
2021-10-26 02-02-18,2021-10-26 00-02-18,2,4.3,2.1,1464.51,531.285,28,4,11,2,720,1,3.08512,1,1,1,
2021-10-26 02-03-18,2021-10-26 00-03-18,2,4.1,3,1447.67,517.225,28,4,11,2,35,1,1.89752,1,1,1,
2021-10-26 02-04-18,2021-10-26 00-04-18,2,3.9,2.8,1443.7,534.753,29,4,12,2,36,1,1.60248,1,1,1,
2021-10-26 02-05-19,2021-10-26 00-05-19,2,4.5,1.7,1444.17,534.898,29,4,11,2,46,1,1.75289,1,1,1,
2021-10-26 02-06-19,2021-10-26 00-06-19,2,3.9,1.7,1447.78,543.27,29,4,13,2,36,1,1.44545,1,1,1,
2021-10-26 02-07-19,2021-10-26 00-07-19,2,4.6,1.9,1532.16,631.217,32,4,19,2,99,1,1.93058,1,1,1,
2021-10-26 02-08-20,2021-10-26 00-08-20,2,5,4.3,1582.46,638.621,32,4,22,2,172,1,2.32149,1,1,1,
2021-10-26 02-09-20,2021-10-26 00-09-20,2,4.5,1.6,1585.67,644.383,32,4,24,2,38,1,1.7719,1,1,1,
2021-10-26 02-10-20,2021-10-26 00-10-20,2,5.1,2.2,1820.97,716.403,32,4,27,2,45,1,2.25455,1,1,1,
2021-10-26 02-11-21,2021-10-26 00-11-21,2,4.5,2.1,1822.36,712.501,33,4,25,2,43,1,1.89091,1,1,1,
2021-10-26 02-12-21,2021-10-26 00-12-21,2,4.4,2.1,1822.8,711.68,33,4,26,2,43,1,1.93884,1,1,1,
2021-10-26 02-13-21,2021-10-26 00-13-21,2,4.5,1.8,1779.23,639.138,33,4,24,2,98,1,2.0124,1,1,1,
2021-10-26 02-14-22,2021-10-26 00-14-22,2,5,2.3,1807.15,640.89,33,4,26,2,40,1,1.77934,1,1,1,
2021-10-26 02-15-22,2021-10-26 00-15-22,2,4.8,2,1882.3,657.449,33,4,23,1,13191,1,34.7182,2,2,2,
2021-10-26 02-16-22,2021-10-26 00-16-22,2,4.6,1.9,1874.59,574.535,33,4,19,1,21,1,1.84545,2,2,2,
2021-10-26 02-17-23,2021-10-26 00-17-23,2,3.7,2,1878.48,567.855,33,4,15,1,32,1,1.78843,2,2,2,
2021-10-26 02-18-23,2021-10-26 00-18-23,2,3.9,1.8,1845.59,555.319,33,4,10,1,37,1,1.7843,2,2,2,
2021-10-26 02-19-23,2021-10-26 00-19-23,2,3.8,1.9,1852.81,549.428,33,4,6,1,30,1,1.81653,2,2,2,
2021-10-26 02-20-24,2021-10-26 00-20-24,2,3.8,1.7,1853.24,546.539,33,4,4,1,46,1,1.67603,2,2,2,
2021-10-26 02-21-24,2021-10-26 00-21-24,2,3.8,1.8,1849.5,549.88,33,4,4,1,10,1,1.4124,2,2,2,
2021-10-26 02-22-24,2021-10-26 00-22-24,2,3.7,1.8,1852.35,546.013,33,4,4,1,15,1,1.51488,2,2,2,
2021-10-26 02-23-25,2021-10-26 00-23-25,2,3.8,1.8,1849.67,549.221,33,4,4,1,10,1,1.49752,2,2,2,
2021-10-26 02-24-25,2021-10-26 00-24-25,2,3.9,2.1,1845.87,550.842,33,4,4,1,15,1,1.57273,2,2,2,
2021-10-26 02-25-25,2021-10-26 00-25-25,2,4.8,1.7,1849.62,560.339,33,4,4,1,35,2,2.34545,2,2,2,
2021-10-26 02-26-26,2021-10-26 00-26-26,2,5,2,1852.75,567.105,33,4,6,1,61,2,2.54793,2,2,2,
2021-10-26 02-27-26,2021-10-26 00-27-26,2,5.9,2.3,1798.97,573.05,33,4,6,2,47,3,4.5405,1,1,1,
2021-10-26 02-28-26,2021-10-26 00-28-26,2,5,1.5,1802.8,571.343,33,4,6,2,85,2,2.99587,1,1,1,
2021-10-26 02-29-27,2021-10-26 00-29-27,2,4.8,2.5,1805.74,577.071,34,4,8,2,41,2,2.71901,1,1,1,
2021-10-26 02-30-27,2021-10-26 00-30-27,2,4.2,1.8,1807.22,562.642,34,4,9,2,40,2,2.50579,1,1,1,
2021-10-26 02-31-27,2021-10-26 00-31-27,2,4.6,1.9,1809.64,569.892,34,4,10,2,143,2,2.78347,1,1,1,
2021-10-26 02-32-28,2021-10-26 00-32-28,2,4.5,2,1762.62,576.125,34,4,11,2,43,2,2.68017,1,1,1,
2021-10-26 02-33-28,2021-10-26 00-33-28,2,4.5,1.8,1757.65,583.144,34,4,12,2,38,2,2.65207,1,1,1,
2021-10-26 02-34-28,2021-10-26 00-34-28,2,4.6,1.7,1757.56,585.128,34,4,11,2,36,2,2.78926,1,1,1,
2021-10-26 02-35-29,2021-10-26 00-35-29,2,5.2,2,1763.23,584.87,34,4,10,2,44,2,2.94545,1,1,1,
2021-10-26 02-36-29,2021-10-26 00-36-29,2,5.1,2.1,1766.98,582.034,34,4,9,2,299,2,2.89256,1,1,1,
2021-10-26 02-37-30,2021-10-26 00-37-30,2,4.6,2.1,1705.41,596.938,36,4,9,2,46,2,2.5843,1,1,1,
2021-10-26 02-38-30,2021-10-26 00-38-30,2,5.6,2,1772.32,605.42,36,4,9,2,170,1,2.59669,1,1,1,
2021-10-26 02-39-30,2021-10-26 00-39-30,2,4.6,2.5,1785.66,595.843,36,4,10,2,36,1,2.06198,1,1,1,
2021-10-26 02-40-30,2021-10-26 00-40-30,2,6.5,4.5,1792.38,616.695,36,4,11,2,46,2,3.80165,1,1,1,
2021-10-26 02-41-31,2021-10-26 00-41-31,2,5.2,2.7,1798.55,624.021,36,4,12,2,36,3,3.20248,1,1,1,
2021-10-26 02-42-31,2021-10-26 00-42-31,2,6.1,2.3,1808.5,693.695,36,4,15,2,99,3,4.25868,1,1,1,
2021-10-26 02-43-31,2021-10-26 00-43-31,2,6.5,4.6,1891.79,717.015,36,4,12,2,116,5,5.91157,1,1,1,
2021-10-26 02-44-32,2021-10-26 00-44-32,2,6.1,2.1,1892.91,690.768,36,4,13,2,47,4,5.4281,1,1,1,
2021-10-26 02-45-32,2021-10-26 00-45-32,2,6.5,2.2,1893.92,646.412,36,4,12,2,140,4,5.06364,1,1,1,
2021-10-26 02-46-32,2021-10-26 00-46-32,2,6.5,3.2,1894.71,642.171,36,4,11,2,159,4,5.35124,1,1,1,
2021-10-26 02-47-33,2021-10-26 00-47-33,2,6.6,3.1,1865.23,677.936,36,4,12,2,49,5,5.8281,1,1,1,
2021-10-26 02-48-33,2021-10-26 00-48-33,2,7.1,2.8,1886.45,679.668,36,4,11,2,168,5,7.28926,1,1,1,
2021-10-26 02-49-33,2021-10-26 00-49-33,2,6.2,1.7,1888.48,625.885,39,4,12,2,348,3,4.8876,1,1,1,
2021-10-26 02-50-34,2021-10-26 00-50-34,2,5.8,2.1,1890.2,643.838,40,4,12,2,57,2,2.70744,1,1,1,
2021-10-26 02-51-34,2021-10-26 00-51-34,2,6,2.3,1882.62,668.57,41,4,12,2,216,2,2.84628,1,1,1,
2021-10-26 02-52-34,2021-10-26 00-52-34,2,6.3,2.9,1877.98,666.243,41,4,11,2,47,5,6.17769,1,1,1,
2021-10-26 02-53-35,2021-10-26 00-53-35,2,8,3,1885.72,665.821,41,4,11,2,145,6,7.86281,1,1,1,
2021-10-26 02-54-35,2021-10-26 00-54-35,2,6.7,2.5,1886.84,640.471,41,4,10,2,39,4,5.57273,1,1,1,
2021-10-26 02-55-36,2021-10-26 00-55-36,2,6.1,2.3,1892.6,615.197,41,4,9,2,144,3,3.67273,1,1,1,
2021-10-26 02-56-36,2021-10-26 00-56-36,2,5.6,1.9,1900.45,621.67,41,4,8,2,165,1,2.12397,1,1,1,
2021-10-26 02-57-36,2021-10-26 00-57-36,2,4.5,2.3,1856.4,627.21,41,4,9,2,37,1,1.83967,1,1,1,
2021-10-26 02-58-37,2021-10-26 00-58-37,2,6.6,2.1,1860.86,636.433,41,4,9,2,112,4,5.94463,1,1,1,
2021-10-26 02-59-37,2021-10-26 00-59-37,2,5.3,2.8,1859.79,635.914,41,4,9,2,41,4,4.78595,1,1,1,
2021-10-26 03-00-37,2021-10-26 01-00-37,2,5.4,3.5,1862.8,628.139,41,4,7,2,34,3,4.15785,1,1,1,
2021-10-26 03-01-38,2021-10-26 01-01-38,2,5.4,2.2,1863.89,613.192,41,4,6,2,38,3,3.49008,1,1,1,
2021-10-26 03-02-38,2021-10-26 01-02-38,2,5.7,1.9,1786.2,631.374,42,4,7,2,228,2,3.28843,1,1,1,
2021-10-26 03-03-38,2021-10-26 01-03-38,2,5.6,5.2,1753.82,643.867,42,4,7,2,119,2,2.52231,1,1,1,
2021-10-26 03-04-39,2021-10-26 01-04-39,2,6.7,2.3,1762.15,636.112,42,4,7,2,48,3,4.53884,1,1,1,
2021-10-26 03-05-39,2021-10-26 01-05-39,2,8.2,2.5,1877.68,682.996,43,4,8,2,199,6,8.06116,1,1,1,
2021-10-26 03-06-39,2021-10-26 01-06-39,2,6.9,3.8,1959.67,731.213,43,4,11,2,384,4,5.79421,1,1,1,
2021-10-26 03-07-40,2021-10-26 01-07-40,2,7.4,2.6,1938.86,744.182,43,4,10,2,375,6,12.3537,1,1,1,
2021-10-26 03-08-40,2021-10-26 01-08-40,2,8.2,3.2,1965.03,734.47,43,4,9,2,151,6,9.01405,1,1,1,
2021-10-26 03-09-40,2021-10-26 01-09-40,2,8.1,2.9,1974.59,717.799,43,4,9,2,143,6,7.56612,1,1,1,
2021-10-26 03-10-41,2021-10-26 01-10-41,2,7.1,2.5,1974.47,721.168,43,4,9,2,95,5,5.68926,1,1,1,
2021-10-26 03-11-41,2021-10-26 01-11-41,2,7.7,1.8,1975.89,718.61,43,4,8,2,49,5,5.88182,1,1,1,
2021-10-26 03-12-41,2021-10-26 01-12-41,2,8.2,2.8,2261.45,861.723,43,4,11,2,186,5,6.43636,1,1,1,
2021-10-26 03-13-42,2021-10-26 01-13-42,2,8.3,2.9,2500.71,922.407,44,4,12,2,49,5,6.55372,1,1,1,
2021-10-26 03-14-42,2021-10-26 01-14-42,2,8.5,4.6,2710.7,897.134,44,4,13,2,278,5,6.42066,1,1,1,
2021-10-26 03-15-42,2021-10-26 01-15-42,2,8,4.2,2711.74,913.955,44,4,14,2,398,4,6.69587,1,1,1,
2021-10-26 03-16-43,2021-10-26 01-16-43,2,9.2,3.1,2742.44,928.769,44,4,15,2,1307,4,6.17686,1,1,1,
2021-10-26 03-17-43,2021-10-26 01-17-43,2,7.1,2.9,2682.64,814.494,44,4,12,2,58,4,5.33058,1,1,1,
2021-10-26 03-18-43,2021-10-26 01-18-43,2,7.3,3.7,2683.42,818.169,44,4,12,2,153,3,4.84463,1,1,1,
2021-10-26 03-19-44,2021-10-26 01-19-44,2,6.9,3.7,2684.35,806.478,44,4,12,2,96,4,5.06859,1,1,1,
2021-10-26 03-20-44,2021-10-26 01-20-44,2,7.6,3,2785.53,923.417,44,4,15,2,499,3,5.59587,1,1,1,
2021-10-26 03-21-45,2021-10-26 01-21-45,2,7.1,2.4,2779.39,910.115,44,4,14,2,51,4,4.62975,1,1,1,
2021-10-26 03-22-45,2021-10-26 01-22-45,2,7.1,2.5,2772.05,913.321,44,4,15,2,45,3,4.20826,1,1,1,
2021-10-26 03-23-45,2021-10-26 01-23-45,2,6.9,5.3,2752.43,795.279,44,4,13,2,197,3,3.99421,1,1,1,
2021-10-26 03-24-46,2021-10-26 01-24-46,2,7.4,1.8,2740.92,802.177,44,4,13,2,348,1,3.78512,1,1,1,
2021-10-26 03-25-46,2021-10-26 01-25-46,2,7.3,2.8,2556.57,667.886,44,4,12,2,143,1,3.02314,1,1,1,
2021-10-26 03-26-46,2021-10-26 01-26-46,2,6.8,2.5,2590.08,683.56,44,4,13,2,1613,1,6.31074,1,1,1,
2021-10-26 03-27-47,2021-10-26 01-27-47,2,6.1,3.2,2588.83,673.693,44,4,13,2,59,2,3.1281,1,1,1,
2021-10-26 03-28-47,2021-10-26 01-28-47,2,7.3,2.6,2629.62,687.642,45,4,13,2,257,3,5.20413,1,1,1,
2021-10-26 03-29-47,2021-10-26 01-29-47,2,6.9,2.7,2600.93,571.718,45,4,9,2,47,4,5.89669,1,1,1,
2021-10-26 03-30-48,2021-10-26 01-30-48,2,5.9,3.4,2614.3,576.484,45,4,11,2,38,3,3.39835,1,1,1,
2021-10-26 03-31-48,2021-10-26 01-31-48,2,5.8,3.1,2619.09,569.054,45,4,9,2,125,1,2.48678,1,1,1,
2021-10-26 03-32-48,2021-10-26 01-32-48,2,6.1,1.9,2451.08,560.316,45,4,9,2,72,2,3.6,1,1,1,
2021-10-26 03-33-49,2021-10-26 01-33-49,2,5.6,3,2472.29,561.763,45,4,9,2,65,3,4.45289,1,1,1,
2021-10-26 03-34-49,2021-10-26 01-34-49,2,5.7,2.2,2478.06,572.546,46,4,10,2,48,4,4.51488,1,1,1,
2021-10-26 03-35-49,2021-10-26 01-35-49,2,5.7,2.9,2477.86,571.74,46,4,10,2,38,3,3.60413,1,1,1,
2021-10-26 03-36-50,2021-10-26 01-36-50,2,5.3,1.9,2487.56,560.607,46,4,10,2,611,3,3.65289,1,1,1,
2021-10-26 03-37-50,2021-10-26 01-37-50,2,5.7,3.4,2385.05,589.116,46,4,11,2,128,3,3.38843,1,1,1,
2021-10-26 03-38-50,2021-10-26 01-38-50,2,7.1,2.5,2392.95,582.907,46,4,9,2,471,4,6.21818,1,1,1,
2021-10-26 03-39-51,2021-10-26 01-39-51,2,6.7,2.9,2398.27,574.99,46,4,9,2,86,6,8.54463,1,1,1,
2021-10-26 03-40-51,2021-10-26 01-40-51,2,6.4,2.5,2398.67,553.693,46,4,8,2,63,6,8.4562,1,1,1,
2021-10-26 03-41-51,2021-10-26 01-41-51,2,6.5,2.5,2397.68,546.997,46,4,7,2,72,5,8.06694,1,1,1,
2021-10-26 03-42-52,2021-10-26 01-42-52,2,7.8,3.1,2331.29,537.359,46,4,4,2,88,6,7.6876,1,1,1,
